gene_id,gene_name
ENSG00000202198.1,7SK
ENSG00000275700.6,AATF
ENSG00000281376.1,ABALON
ENSG00000165029.17,ABCA1
ENSG00000251595.7,ABCA11P
ENSG00000179869.15,ABCA13
ENSG00000197150.13,ABCB8
ENSG00000114770.17,ABCC5
ENSG00000117528.14,ABCD3
ENSG00000033050.9,ABCF2
ENSG00000285292.1,ABCF2-H2BK1
ENSG00000100997.20,ABHD12
ENSG00000168792.5,ABHD15
ENSG00000154175.18,ABI3BP
ENSG00000166016.6,ABTB2
ENSG00000072778.20,ACADVL
ENSG00000075239.14,ACAT1
ENSG00000120437.9,ACAT2
ENSG00000101473.17,ACOT8
ENSG00000204581.3,ACOXL-AS1
ENSG00000162836.12,ACP6
ENSG00000136518.17,ACTL6A
ENSG00000138107.13,ACTR1A
ENSG00000115073.8,ACTR1B
ENSG00000166106.4,ADAMTS15
ENSG00000158859.10,ADAMTS4
ENSG00000203804.5,ADAMTSL4-AS1
ENSG00000237781.3,ADAMTSL4-AS2
ENSG00000152990.14,ADGRA3
ENSG00000267169.2,ADGRL1-AS1
ENSG00000148926.10,ADM
ENSG00000254554.1,ADM-DT
ENSG00000259456.4,ADNP-AS1
ENSG00000170425.4,ADORA2B
ENSG00000169252.6,ADRB2
ENSG00000035687.10,ADSS2
ENSG00000196526.11,AFAP1
ENSG00000141385.12,AFG3L2
ENSG00000106351.13,AGFG2
ENSG00000123908.12,AGO2
ENSG00000204310.13,AGPAT1
ENSG00000158467.17,AHCYL2
ENSG00000124942.14,AHNAK
ENSG00000145192.13,AHSG
ENSG00000129474.16,AJUBA
ENSG00000170776.22,AKAP13
ENSG00000011243.19,AKAP8L
ENSG00000122787.15,AKR1D1
ENSG00000105221.18,AKT2
ENSG00000214160.10,ALG3
ENSG00000171094.18,ALK
ENSG00000179148.10,ALOXE3
ENSG00000126016.17,AMOT
ENSG00000133805.16,AMPD3
ENSG00000167772.12,ANGPTL4
ENSG00000151687.15,ANKAR
ENSG00000131503.21,ANKHD1
ENSG00000249637.4,ANKHD1-DT
ENSG00000254996.5,ANKHD1-EIF4EBP3
ENSG00000001629.10,ANKIB1
ENSG00000186106.11,ANKRD46
ENSG00000169604.21,ANTXR1
ENSG00000230539.1,AOAH-IT1
ENSG00000196961.13,AP2A1
ENSG00000161203.14,AP2M1
ENSG00000042753.12,AP2S1
ENSG00000132842.15,AP3B1
ENSG00000134262.13,AP4B1
ENSG00000221838.10,AP4M1
ENSG00000198768.11,APCDD1L
ENSG00000149089.13,APIP
ENSG00000169621.11,APLF
ENSG00000273492.6,APP-DT
ENSG00000146376.11,ARHGAP18
ENSG00000147799.12,ARHGAP39
ENSG00000179361.18,ARID3B
ENSG00000054267.22,ARID4B
ENSG00000152219.5,ARL14EP
ENSG00000254532.2,ARL14EP-DT
ENSG00000214087.9,ARL16
ENSG00000102931.8,ARL2BP
ENSG00000144746.7,ARL6IP5
ENSG00000105676.14,ARMC6
ENSG00000198520.12,ARMH1
ENSG00000143437.21,ARNT
ENSG00000162704.16,ARPC5
ENSG00000140450.9,ARRDC4
ENSG00000065802.12,ASB1
ENSG00000105011.9,ASF1B
ENSG00000126522.17,ASL
ENSG00000198363.18,ASPH
ENSG00000156802.13,ATAD2
ENSG00000115966.18,ATF2
ENSG00000170653.19,ATF7
ENSG00000267281.3,ATF7-NPFF
ENSG00000152348.16,ATG10
ENSG00000110046.13,ATG2A
ENSG00000005238.20,ATOSB
ENSG00000233058.3,ATP13A3-DT
ENSG00000058668.16,ATP2B4
ENSG00000159199.14,ATP5MC1
ENSG00000113732.9,ATP6V0E1
ENSG00000171130.19,ATP6V0E2
ENSG00000204934.10,ATP6V0E2-AS1
ENSG00000143515.20,ATP8B2
ENSG00000130270.16,ATP8B3
ENSG00000171953.16,ATPAF2
ENSG00000115307.17,AUP1
ENSG00000105778.20,AVL9
ENSG00000160862.13,AZGP1
ENSG00000166710.23,B2M
ENSG00000108641.20,B9D1
ENSG00000107262.26,BAG1
ENSG00000151929.10,BAG3
ENSG00000266074.11,BAHCC1
ENSG00000076108.12,BAZ2A
ENSG00000181004.10,BBS12
ENSG00000114439.19,BBX
ENSG00000229953.1,BCAN-AS2
ENSG00000141376.23,BCAS3
ENSG00000142867.14,BCL10
ENSG00000223653.6,BCL10-AS1
ENSG00000127152.18,BCL11B
ENSG00000153094.24,BCL2L11
ENSG00000113916.18,BCL6
ENSG00000116128.12,BCL9
ENSG00000261656.6,BEAN1-AS1
ENSG00000225969.3,BICDL3P
ENSG00000189114.8,BLOC1S3
ENSG00000090013.11,BLVRB
ENSG00000104081.14,BMF
ENSG00000164603.12,BMT2
ENSG00000234779.1,BNC2-AS1
ENSG00000172331.12,BPGM
ENSG00000104331.9,BPNT2
ENSG00000185515.16,BRCC3
ENSG00000254999.4,BRK1
ENSG00000160058.19,BSDC1
ENSG00000267751.6,BSG-AS1
ENSG00000222009.9,BTBD19
ENSG00000174808.12,BTC
ENSG00000112763.17,BTN2A1
ENSG00000154473.18,BUB3
ENSG00000203808.13,BVES-AS1
ENSG00000155330.10,C16orf87
ENSG00000187624.9,C17orf97
ENSG00000104979.9,C19orf53
ENSG00000131094.4,C1QL1
ENSG00000168014.18,C2CD3
ENSG00000186132.15,C2orf76
ENSG00000228486.11,C2orf92
ENSG00000154274.15,C4orf19
ENSG00000204564.12,C6orf136
ENSG00000197261.12,C6orf141
ENSG00000221821.4,C6orf226
ENSG00000288596.2,C8orf44
