Module	Section	Sample Name	Source
Picard	InsertSizeMetrics	GFP_1	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub_cross_V5/SRF_H2AK119Ub/1_iterative_processing/analysis/qc/GFP_1_insert_size_metrics.txt
Picard	InsertSizeMetrics	GFP_2	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub_cross_V5/SRF_H2AK119Ub/1_iterative_processing/analysis/qc/GFP_2_insert_size_metrics.txt
Picard	InsertSizeMetrics	GFP_3	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub_cross_V5/SRF_H2AK119Ub/1_iterative_processing/analysis/qc/GFP_3_insert_size_metrics.txt
Picard	InsertSizeMetrics	YAF_1	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub_cross_V5/SRF_H2AK119Ub/1_iterative_processing/analysis/qc/YAF_1_insert_size_metrics.txt
Picard	InsertSizeMetrics	YAF_2	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub_cross_V5/SRF_H2AK119Ub/1_iterative_processing/analysis/qc/YAF_2_insert_size_metrics.txt
Picard	InsertSizeMetrics	YAF_3	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub_cross_V5/SRF_H2AK119Ub/1_iterative_processing/analysis/qc/YAF_3_insert_size_metrics.txt
Picard	DuplicationMetrics	GFP_1	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub_cross_V5/SRF_H2AK119Ub/1_iterative_processing/analysis/qc/GFP_1_dup_metrics.txt
Picard	DuplicationMetrics	GFP_2	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub_cross_V5/SRF_H2AK119Ub/1_iterative_processing/analysis/qc/GFP_2_dup_metrics.txt
Picard	DuplicationMetrics	GFP_3	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub_cross_V5/SRF_H2AK119Ub/1_iterative_processing/analysis/qc/GFP_3_dup_metrics.txt
Picard	DuplicationMetrics	YAF_1	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub_cross_V5/SRF_H2AK119Ub/1_iterative_processing/analysis/qc/YAF_1_dup_metrics.txt
Picard	DuplicationMetrics	YAF_2	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub_cross_V5/SRF_H2AK119Ub/1_iterative_processing/analysis/qc/YAF_2_dup_metrics.txt
Picard	DuplicationMetrics	YAF_3	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub_cross_V5/SRF_H2AK119Ub/1_iterative_processing/analysis/qc/YAF_3_dup_metrics.txt
Samtools	flagstat	GFP_1_flagstat	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub_cross_V5/SRF_H2AK119Ub/1_iterative_processing/analysis/qc/GFP_1_flagstat.txt
Samtools	flagstat	GFP_1_prededup_flagstat	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub_cross_V5/SRF_H2AK119Ub/1_iterative_processing/analysis/qc/GFP_1_prededup_flagstat.txt
Samtools	flagstat	GFP_1_prefilter_flagstat	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub_cross_V5/SRF_H2AK119Ub/1_iterative_processing/analysis/qc/GFP_1_prefilter_flagstat.txt
Samtools	flagstat	GFP_2_flagstat	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub_cross_V5/SRF_H2AK119Ub/1_iterative_processing/analysis/qc/GFP_2_flagstat.txt
Samtools	flagstat	GFP_2_prededup_flagstat	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub_cross_V5/SRF_H2AK119Ub/1_iterative_processing/analysis/qc/GFP_2_prededup_flagstat.txt
Samtools	flagstat	GFP_2_prefilter_flagstat	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub_cross_V5/SRF_H2AK119Ub/1_iterative_processing/analysis/qc/GFP_2_prefilter_flagstat.txt
Samtools	flagstat	GFP_3_flagstat	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub_cross_V5/SRF_H2AK119Ub/1_iterative_processing/analysis/qc/GFP_3_flagstat.txt
Samtools	flagstat	GFP_3_prededup_flagstat	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub_cross_V5/SRF_H2AK119Ub/1_iterative_processing/analysis/qc/GFP_3_prededup_flagstat.txt
Samtools	flagstat	GFP_3_prefilter_flagstat	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub_cross_V5/SRF_H2AK119Ub/1_iterative_processing/analysis/qc/GFP_3_prefilter_flagstat.txt
Samtools	flagstat	YAF_1_flagstat	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub_cross_V5/SRF_H2AK119Ub/1_iterative_processing/analysis/qc/YAF_1_flagstat.txt
Samtools	flagstat	YAF_1_prededup_flagstat	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub_cross_V5/SRF_H2AK119Ub/1_iterative_processing/analysis/qc/YAF_1_prededup_flagstat.txt
Samtools	flagstat	YAF_1_prefilter_flagstat	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub_cross_V5/SRF_H2AK119Ub/1_iterative_processing/analysis/qc/YAF_1_prefilter_flagstat.txt
Samtools	flagstat	YAF_2_flagstat	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub_cross_V5/SRF_H2AK119Ub/1_iterative_processing/analysis/qc/YAF_2_flagstat.txt
Samtools	flagstat	YAF_2_prededup_flagstat	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub_cross_V5/SRF_H2AK119Ub/1_iterative_processing/analysis/qc/YAF_2_prededup_flagstat.txt
Samtools	flagstat	YAF_2_prefilter_flagstat	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub_cross_V5/SRF_H2AK119Ub/1_iterative_processing/analysis/qc/YAF_2_prefilter_flagstat.txt
Samtools	flagstat	YAF_3_flagstat	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub_cross_V5/SRF_H2AK119Ub/1_iterative_processing/analysis/qc/YAF_3_flagstat.txt
Samtools	flagstat	YAF_3_prededup_flagstat	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub_cross_V5/SRF_H2AK119Ub/1_iterative_processing/analysis/qc/YAF_3_prededup_flagstat.txt
Samtools	flagstat	YAF_3_prefilter_flagstat	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub_cross_V5/SRF_H2AK119Ub/1_iterative_processing/analysis/qc/YAF_3_prefilter_flagstat.txt
FastQC	all_sections	GFP_1_R1_001	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub_cross_V5/SRF_H2AK119Ub/1_iterative_processing/analysis/fastqc/pre_trim/GFP_1_R1_001_fastqc.zip
FastQC	all_sections	GFP_1_R2_001	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub_cross_V5/SRF_H2AK119Ub/1_iterative_processing/analysis/fastqc/pre_trim/GFP_1_R2_001_fastqc.zip
FastQC	all_sections	GFP_2_R1_001	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub_cross_V5/SRF_H2AK119Ub/1_iterative_processing/analysis/fastqc/pre_trim/GFP_2_R1_001_fastqc.zip
FastQC	all_sections	GFP_2_R2_001	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub_cross_V5/SRF_H2AK119Ub/1_iterative_processing/analysis/fastqc/pre_trim/GFP_2_R2_001_fastqc.zip
FastQC	all_sections	GFP_3_R1_001	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub_cross_V5/SRF_H2AK119Ub/1_iterative_processing/analysis/fastqc/pre_trim/GFP_3_R1_001_fastqc.zip
FastQC	all_sections	GFP_3_R2_001	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub_cross_V5/SRF_H2AK119Ub/1_iterative_processing/analysis/fastqc/pre_trim/GFP_3_R2_001_fastqc.zip
FastQC	all_sections	YAF_1_R1_001	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub_cross_V5/SRF_H2AK119Ub/1_iterative_processing/analysis/fastqc/pre_trim/YAF_1_R1_001_fastqc.zip
FastQC	all_sections	YAF_1_R2_001	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub_cross_V5/SRF_H2AK119Ub/1_iterative_processing/analysis/fastqc/pre_trim/YAF_1_R2_001_fastqc.zip
FastQC	all_sections	YAF_2_R1_001	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub_cross_V5/SRF_H2AK119Ub/1_iterative_processing/analysis/fastqc/pre_trim/YAF_2_R1_001_fastqc.zip
FastQC	all_sections	YAF_2_R2_001	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub_cross_V5/SRF_H2AK119Ub/1_iterative_processing/analysis/fastqc/pre_trim/YAF_2_R2_001_fastqc.zip
FastQC	all_sections	YAF_3_R1_001	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub_cross_V5/SRF_H2AK119Ub/1_iterative_processing/analysis/fastqc/pre_trim/YAF_3_R1_001_fastqc.zip
FastQC	all_sections	YAF_3_R2_001	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub_cross_V5/SRF_H2AK119Ub/1_iterative_processing/analysis/fastqc/pre_trim/YAF_3_R2_001_fastqc.zip
FastQC	all_sections	GFP_1_R1_paired	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub_cross_V5/SRF_H2AK119Ub/1_iterative_processing/analysis/fastqc/post_trim/GFP_1_R1_paired_fastqc.zip
FastQC	all_sections	GFP_1_R2_paired	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub_cross_V5/SRF_H2AK119Ub/1_iterative_processing/analysis/fastqc/post_trim/GFP_1_R2_paired_fastqc.zip
FastQC	all_sections	GFP_2_R1_paired	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub_cross_V5/SRF_H2AK119Ub/1_iterative_processing/analysis/fastqc/post_trim/GFP_2_R1_paired_fastqc.zip
FastQC	all_sections	GFP_2_R2_paired	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub_cross_V5/SRF_H2AK119Ub/1_iterative_processing/analysis/fastqc/post_trim/GFP_2_R2_paired_fastqc.zip
FastQC	all_sections	GFP_3_R1_paired	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub_cross_V5/SRF_H2AK119Ub/1_iterative_processing/analysis/fastqc/post_trim/GFP_3_R1_paired_fastqc.zip
FastQC	all_sections	GFP_3_R2_paired	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub_cross_V5/SRF_H2AK119Ub/1_iterative_processing/analysis/fastqc/post_trim/GFP_3_R2_paired_fastqc.zip
FastQC	all_sections	YAF_1_R1_paired	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub_cross_V5/SRF_H2AK119Ub/1_iterative_processing/analysis/fastqc/post_trim/YAF_1_R1_paired_fastqc.zip
FastQC	all_sections	YAF_1_R2_paired	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub_cross_V5/SRF_H2AK119Ub/1_iterative_processing/analysis/fastqc/post_trim/YAF_1_R2_paired_fastqc.zip
FastQC	all_sections	YAF_2_R1_paired	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub_cross_V5/SRF_H2AK119Ub/1_iterative_processing/analysis/fastqc/post_trim/YAF_2_R1_paired_fastqc.zip
FastQC	all_sections	YAF_2_R2_paired	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub_cross_V5/SRF_H2AK119Ub/1_iterative_processing/analysis/fastqc/post_trim/YAF_2_R2_paired_fastqc.zip
FastQC	all_sections	YAF_3_R1_paired	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub_cross_V5/SRF_H2AK119Ub/1_iterative_processing/analysis/fastqc/post_trim/YAF_3_R1_paired_fastqc.zip
FastQC	all_sections	YAF_3_R2_paired	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub_cross_V5/SRF_H2AK119Ub/1_iterative_processing/analysis/fastqc/post_trim/YAF_3_R2_paired_fastqc.zip
