Sample	Filename	File type	Encoding	Total Sequences	Total Bases	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	median_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
GFP_1_R1_001	GFP_1_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	85886392.0	12.8 Gbp	0.0	150.0	53.0	48.432572024338334	150.0	150	pass	pass	fail	pass	fail	warn	pass	pass	fail	pass	fail
GFP_1_R1_paired	GFP_1_R1_paired.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	85132423.0	12 Gbp	0.0	25-150	52.0	50.83541751320318	141.38110114051375	150	pass	pass	fail	pass	fail	warn	pass	warn	warn	pass	fail
GFP_1_R2_001	GFP_1_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	85886392.0	12.8 Gbp	0.0	150.0	53.0	39.155670125787765	150.0	150	pass	pass	fail	pass	fail	warn	pass	pass	fail	warn	fail
GFP_1_R2_paired	GFP_1_R2_paired.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	85132423.0	12.6 Gbp	0.0	25-150	53.0	40.628546311207465	148.98848325977988	150	pass	pass	fail	pass	fail	warn	pass	warn	fail	pass	fail
GFP_2_R1_001	GFP_2_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	90868183.0	13.6 Gbp	0.0	150.0	48.0	33.05703422838121	150.0	150	pass	pass	fail	pass	fail	pass	pass	pass	fail	pass	fail
GFP_2_R1_paired	GFP_2_R1_paired.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	90007541.0	12.9 Gbp	0.0	25-150	47.0	35.632115046437754	144.67624647694797	150	pass	pass	fail	pass	fail	pass	pass	warn	fail	pass	fail
GFP_2_R2_001	GFP_2_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	90868183.0	13.6 Gbp	0.0	150.0	48.0	21.974302621253717	150.0	150	pass	pass	fail	pass	fail	pass	pass	pass	fail	pass	fail
GFP_2_R2_paired	GFP_2_R2_paired.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	90007541.0	13.4 Gbp	0.0	25-150	48.0	23.310256419687992	149.37951687848022	150	pass	pass	fail	pass	fail	pass	pass	warn	fail	pass	fail
GFP_3_R1_001	GFP_3_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	76072069.0	11.4 Gbp	0.0	150.0	54.0	48.26290515206169	150.0	150	pass	pass	fail	pass	fail	warn	pass	pass	fail	pass	fail
GFP_3_R1_paired	GFP_3_R1_paired.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	75300228.0	10.4 Gbp	0.0	25-150	52.0	50.862115349650374	139.24818469341156	150	pass	pass	fail	pass	fail	warn	pass	warn	warn	pass	fail
GFP_3_R2_001	GFP_3_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	76072069.0	11.4 Gbp	0.0	150.0	53.0	42.8606344223283	150.0	150	pass	pass	fail	pass	fail	warn	pass	pass	fail	warn	fail
GFP_3_R2_paired	GFP_3_R2_paired.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	75300228.0	11.1 Gbp	0.0	25-150	53.0	44.52756097629374	148.77972694850274	150	pass	pass	fail	pass	fail	warn	pass	warn	fail	pass	fail
YAF_1_R1_001	YAF_1_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	90582312.0	13.5 Gbp	0.0	150.0	45.0	28.290801685317895	150.0	150	pass	pass	fail	pass	fail	pass	pass	pass	fail	pass	fail
YAF_1_R1_paired	YAF_1_R1_paired.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	89688324.0	12.7 Gbp	0.0	25-150	44.0	30.75290697367944	142.68794446978404	150	pass	pass	fail	pass	fail	pass	pass	warn	fail	pass	fail
YAF_1_R2_001	YAF_1_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	90582312.0	13.5 Gbp	0.0	150.0	45.0	15.98865545049904	150.0	150	pass	pass	fail	pass	fail	pass	pass	pass	fail	pass	fail
