Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2021_Human	ErbB signaling pathway	34/85	9.464213e-06	2.896049e-03	0	0	2.779133e+00	3.214899e+01	SHC4;CAMK2D;CDKN1B;CBLB;PIK3R1;MAPK9;MAPK8;ERBB4;AKT3;NCK2;ABL1;ABL2;MAPK1;PLCG1;PAK3;CAMK2G;PAK2;MAP2K4;STAT5B;JUN;EGF;GAB1;NRG1;PRKCA;BRAF;NRG2;MAPK10;PIK3CA;RPS6KB1;RPS6KB2;GRB2;KRAS;SOS1;SOS2
KEGG_2021_Human	Neurotrophin signaling pathway	38/119	7.967765e-04	9.413737e-02	0	0	1.954062e+00	1.394211e+01	SHC4;BEX3;CAMK2D;PRDM4;IRS1;PIK3R1;RAP1B;MAPK9;MAPK8;RPS6KA5;RPS6KA2;AKT3;ABL1;MAPK1;PLCG1;CAMK2G;MAP2K5;MAP3K5;NTRK2;JUN;MAP3K1;RIPK2;KIDINS220;SORT1;GAB1;FRS2;BRAF;NFKB1;MAPK10;PIK3CA;TRAF6;RAPGEF1;GRB2;KRAS;CALM1;SOS1;SOS2;ATF4
KEGG_2021_Human	Salmonella infection	69/249	9.229154e-04	9.413737e-02	0	0	1.599699e+00	1.117865e+01	NCKAP1;CXCL8;PIK3C2G;WASL;ACTB;PIK3CG;ACTG1;TUBA1C;TUBA1B;TUBA1A;KIF5B;AKT3;CASP4;KPNA4;KPNA3;KPNA1;ACTR3;MAP2K4;ANXA2;CHUK;EXOC7;RIPK2;TUBB;IL18;TIRAP;DYNC1LI1;DYNC1LI2;TUBB2B;TUBB2A;PIK3CA;TRAF6;RHOJ;ELMO1;ELMO2;EXOC5;TLR6;TLR4;ARL8A;PFN2;DYNC1I2;ARHGEF26;DCTN2;LY96;NOD1;DYNC2LI1;CYTH3;MAPK9;MAPK8;KLC2;MYO6;FLNA;MAPK1;SNX9;PAK3;DYNC1I1;MAP2K6;TCF7L2;JUN;NFKB1;MAPK10;SNX18;ABI1;RAB9A;PLEKHM2;TAB3;TAB2;ACBD3;RAB5A;MYD88
KEGG_2021_Human	TGF-beta signaling pathway	31/94	1.295496e-03	9.910547e-02	0	0	2.048138e+00	1.361778e+01	BMPR2;ROCK1;LTBP1;THBS1;PPP2CB;MAPK1;PITX2;E2F5;LEFTY2;ACVR1;TGIF1;SMAD1;SMAD4;SMURF1;RGMB;ACVR2B;SMAD5;ACVR2A;RGMA;BMP5;RBL1;ZFYVE16;RPS6KB1;BAMBI;ID2;ID1;RPS6KB2;ID4;ID3;BMPR1B;BMPR1A
KEGG_2021_Human	Herpes simplex virus 1 infection	120/498	5.425796e-03	3.320587e-01	0	0	1.326052e+00	6.917471e+00	ZNF570;PPP1CB;ZNF81;ZFP30;ZNF606;AKT3;ZNF85;ZNF569;ZNF205;ZNF689;ZNF442;ZNF320;ZNF441;ZNF561;ZNF285;HCFC2;TICAM1;ZNF14;ZNF91;ZNF93;ZNF439;ZNF713;SRSF4;ZNF436;ZNF677;ZNF433;SRSF8;ZNF674;ZNF155;ZNF430;ZNF670;ZNF273;PIK3R1;ZNF25;ZNF669;ZNF426;ZNF304;ZNF425;ZNF546;ZNF268;ZNF267;EIF2B5;ZNF383;ZNF382;EIF2AK2;EIF2AK4;NFKB1;ZNF816;ZNF419;ZNF813;ZNF416;ZNF658;ZNF777;TAB2;RBAK;ZNF136;ZNF256;MYD88;ZNF773;ZNF772;ZNF254;ZNF253;ZNF251;ZNF490;ITGB3;ZNF44;ZFP82;ZNF649;ZNF41;ZNF766;ZNF641;ZIK1;ZNF484;CHUK;PIK3CA;TRAF6;ZNF780A;ZNF510;ZNF234;ZNF630;TLR3;IRF9;RNASEL;ZNF195;ZNF3;ZNF8;ZNF506;ZNF627;ZNF229;ZNF746;ZNF107;CCL2;ZNF227;ZNF623;ZNF225;ZNF620;ZNF222;ZNF343;ZNF585A;ZNF189;ZNF286A;ZNF100;ZNF461;ZNF460;ZNF184;IFNB1;STAT2;ZNF616;ZNF74;ZNF615;ZNF614;ZNF613;ZNF699;ZNF853;ZNF610;ZNF730;ZNF333;ZNF211;ZFP28;ZNF354B
KEGG_2021_Human	Non-small cell lung cancer	23/72	7.922203e-03	4.040323e-01	0	0	1.951409e+00	9.441085e+00	ALK;STAT5B;GADD45B;EGF;PRKCA;BRAF;PIK3R1;EML4;RXRB;RASSF1;CDK6;PIK3CA;CDK4;KIF5B;AKT3;RARB;MAPK1;GRB2;KRAS;POLK;PLCG1;SOS1;SOS2
KEGG_2021_Human	Glioma	23/75	1.335381e-02	4.812992e-01	0	0	1.838484e+00	7.934813e+00	SHC4;PDGFRA;CAMK2D;GADD45B;EGF;PTEN;PRKCA;BRAF;PIK3R1;IGF1R;CDK6;PIK3CA;CDK4;AKT3;MAPK1;GRB2;KRAS;POLK;PLCG1;SOS1;CALM1;SOS2;CAMK2G
KEGG_2021_Human	Gap junction	26/88	1.473285e-02	4.812992e-01	0	0	1.743347e+00	7.352874e+00	HTR2A;GNAI1;TUBA1C;GJA1;TUBA1B;TUBA1A;PDGFC;MAPK1;DRD2;PRKACB;PRKG1;MAP2K5;GUCY1A2;PDGFRA;EGF;TUBB;PRKCA;TJP1;TUBB2B;TUBB2A;GNAQ;GRB2;KRAS;PLCB1;SOS1;SOS2
KEGG_2021_Human	Phosphonate and phosphinate metabolism	4/6	1.527024e-02	4.812992e-01	0	0	8.298223e+00	3.470192e+01	PCYT1B;PCYT1A;PCYT2;CEPT1
KEGG_2021_Human	FoxO signaling pathway	36/131	1.572873e-02	4.812992e-01	0	0	1.576209e+00	6.544837e+00	PRKAA1;CDKN1B;IRS1;FOXG1;PTEN;IRS2;PIK3R1;NLK;IGF1R;MAPK9;MAPK8;AKT3;S1PR1;MAPK1;RAG1;PCK2;PLK4;PRKAB2;SMAD4;GADD45B;CHUK;EGF;PLK2;BRAF;FBXO32;SIRT1;MAPK10;BCL6;PIK3CA;CAT;GRB2;KRAS;IL7R;SGK1;SOS1;SOS2
KEGG_2021_Human	Autophagy	37/137	1.903381e-02	4.853620e-01	0	0	1.538912e+00	6.096458e+00	PRKAA1;STX17;IRS1;MTMR14;PTEN;IRS2;PIK3R1;ZFYVE1;TANK;IGF1R;MAPK9;PPP2CB;MAPK8;AKT3;LAMP2;MAPK1;SUPT20H;NRBF2;PRKACB;SH3GLB1;IGBP1;UVRAG;DAPK3;RAB39B;EIF2AK4;RAB33B;MAPK10;VMP1;RRAGC;PIK3CA;RPS6KB1;RRAGB;TRAF6;RPS6KB2;ULK2;KRAS;ATG4D
KEGG_2021_Human	Yersinia infection	37/137	1.903381e-02	4.853620e-01	0	0	1.538912e+00	6.096458e+00	CXCL8;ROCK1;WIPF1;ARHGEF28;PIK3R1;WASL;ACTB;ACTG1;MAPK9;MAPK8;RPS6KA2;AKT3;CCL2;MAPK1;PLCG1;MAP2K6;ACTR3;MAP2K4;JUN;ARHGEF12;CHUK;ITGA4;IFNB1;IL18;TICAM1;NFKB1;MAPK10;PIK3CA;GNAQ;TRAF6;ELMO1;ELMO2;TAB2;PKN2;TLR4;MYD88;SKAP2
KEGG_2021_Human	Fluid shear stress and atherosclerosis	37/139	2.369640e-02	5.577767e-01	0	0	1.508549e+00	5.645641e+00	PRKAA1;BMPR2;ITGB3;MGST1;SUMO4;PLAT;PIK3R1;ACTB;ACTG1;MAPK9;MAPK8;AKT3;KDR;CCL2;ITGAV;MAP2K5;MAP3K5;MAP2K6;ACVR1;MEF2A;MAP2K4;MEF2C;JUN;EDN1;VCAM1;CHUK;CAV2;ACVR2B;NFKB1;ACVR2A;MAPK10;PIK3CA;GSTA4;BMPR1B;CALM1;BMPR1A;NFE2L2
KEGG_2021_Human	Adherens junction	21/71	2.620042e-02	5.726663e-01	0	0	1.745075e+00	6.355528e+00	PTPN1;TCF7L2;SMAD4;PTPRJ;WASL;SORBS1;NLK;ACTB;ACTG1;IGF1R;TJP1;FER;PTPRB;PARD3;CTNNA1;MAPK1;SNAI2;FYN;CTNNA2;SSX2IP;NECTIN3
KEGG_2021_Human	Chronic myeloid leukemia	22/76	2.950310e-02	6.018631e-01	0	0	1.692770e+00	5.964069e+00	SHC4;STAT5B;SMAD4;CDKN1B;CHUK;CTBP2;GADD45B;BRAF;PIK3R1;NFKB1;RUNX1;CDK6;PIK3CA;CDK4;AKT3;ABL1;MAPK1;GRB2;KRAS;POLK;SOS1;SOS2
KEGG_2021_Human	Thyroid hormone signaling pathway	32/121	3.646431e-02	6.650283e-01	0	0	1.494536e+00	4.949040e+00	THRB;THRA;ITGB3;PIK3R1;ATP1A1;ACTB;ACTG1;RXRB;MED13;PLN;PLCZ1;AKT3;PLCE1;MAPK1;ITGAV;PLCG1;PRKACB;NCOA1;MED1;NCOA2;DIO2;PRKCA;ESR1;MED13L;RCAN1;KAT2B;NCOR1;PIK3CA;RCAN2;KRAS;PLCB1;PLCD1
