Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Cellular_Component_2021	filopodium (GO:0030175)	24/58	9.974787e-05	4.239284e-02	0	0	2.938101e+00	2.706832e+01	RIPOR2;GPM6A;TENM2;VCAM1;ITGB3;RDX;TWF2;TWF1;UNC5C;ANTXR1;ACTG2;SYNE2;MTM1;SHTN1;GAP43;KITLG;MAP2;RUFY3;PDPN;ITGAV;DMD;LCP1;UTRN;FGF13
GO_Cellular_Component_2021	filopodium membrane (GO:0031527)	8/12	4.713068e-04	1.001527e-01	0	0	8.305749e+00	6.362205e+01	GAP43;ITGB3;PDPN;DMD;ITGAV;UTRN;ANTXR1;SYNE2
GO_Cellular_Component_2021	actin cytoskeleton (GO:0015629)	85/316	7.128923e-04	1.009931e-01	0	0	1.537093e+00	1.113805e+01	WDR1;WIPF1;IFIT5;FMN2;WASL;PPP1R9A;ACTB;ACTG1;AMOT;RND1;AKAP13;SIPA1L1;OPHN1;CDH2;PSTPIP2;CFL2;SH3PXD2B;PLS3;TOPBP1;ACTR3;GAS2L3;ANXA1;PPP1R12A;TPM4;SWAP70;PAWR;SHROOM3;SHROOM4;CTTNBP2NL;PALLD;CDC42EP3;MYADM;ANG;HAP1;LCP1;EPHA3;DBN1;RHOQ;DDR2;GAS7;MACF1;CD274;PLEKHH2;SYNPO2;TWF2;TWF1;NEXN;CNN3;CORO1C;ARHGAP21;ABLIM1;ABLIM3;CALD1;CNR1;ARSJ;MYO6;ABL1;STK38L;FLNA;ABL2;LPXN;PDLIM5;ZNF268;PDLIM7;SVIL;VCAM1;RDX;MYO5A;KLHL2;DSTN;PARVA;SORBS2;AIF1L;KLHL20;MYO1D;MSRA;ARHGAP32;MYO1E;FER;MARCKS;MYO5B;ZNF74;SPRY2;FILIP1;INTS6
GO_Cellular_Component_2021	cytoskeleton (GO:0005856)	145/600	2.158260e-03	2.083378e-01	0	0	1.333488e+00	8.185553e+00	FHOD3;RIPOR2;WIPF1;IFIT5;ACTB;ACTG1;RASSF1;OPHN1;CFL2;KIFAP3;GAS2L3;TPM4;SWAP70;TMOD2;ANK3;EML1;GTF2F2;FRMD3;SHTN1;CLIP1;FRMD5;FRMD6;AKAP9;PPP1R42;TNIK;FAM161B;UTRN;EPHA3;ZNF397;EXD2;CD274;MACF1;SHMT2;TWF1;SLAIN2;DDX60;RHOBTB1;CORO1C;CNN3;EPB41L5;ARHGAP21;ATXN7;CALD1;EPB41L2;ARSJ;EPB41L3;MYO6;ABL1;MAP7;ABL2;STK38L;ZNF268;MARK1;DTNA;MYO5A;DSTN;TBCC;PARVA;AIF1L;KLHL20;MSRA;ARHGAP32;FER;SESTD1;MYO5B;NF2;INTS6;NES;SNAP25;TENM1;DYRK4;DYRK2;MTCL1;MAST2;FMN2;WASL;PPP1R9A;BICD1;RND3;SYNE2;RND1;TUBA1C;AKAP13;TUBA1B;EPB41L4A;TUBA1A;SIPA1L1;DBT;TOPBP1;ACTR3;OVGP1;PPP1R12A;DST;RIPK2;TRPC4;CEP295;TUBB;PAWR;SHROOM3;PJA2;SHROOM4;CTTNBP2NL;DNM3;TUBB2B;PALLD;CDC42EP3;CDC42EP1;ANG;HAP1;LCP1;SAXO1;MAPRE2;DBN1;DDR2;ROCK1;SYNPO2;ZBTB49;DDX20;NEXN;ADD3;JAKMIP2;ABLIM1;ABLIM3;CNR1;FLNA;MAPK1;IGF2BP2;PDLIM5;PDLIM7;SVIL;STN1;MCF2;KLHL2;SORBS2;KLHL4;CDC42BPA;MYO1D;MYO1E;MARCKS;TAOK1;ZNF74;SPRY2;FILIP1;PKN2;VIM
GO_Cellular_Component_2021	cell-cell junction (GO:0005911)	72/271	2.451033e-03	2.083378e-01	0	0	1.509261e+00	9.072536e+00	BMPR2;WDR1;CTNND2;ITGB3;PTPRJ;PTPRK;ACTB;FGFRL1;VSIG10;CDH8;ACTG1;RND1;TMEM47;CDH6;GJA1;CDH2;HMCN1;KIRREL3;ANXA1;ANXA2;TRPC4;MAGI3;MAGI2;GAB1;SHROOM3;FRS2;FRMD4A;SHROOM4;RAP2C;FRMD5;RAP2B;PARD3;CDH10;MYADM;PKP2;CDH12;CDC42EP1;RAPGEF2;DSC2;USP53;TWF1;LIN7A;LIN7C;CNN3;RAP1B;CYTH3;FLRT2;EPB41L3;CTNNA1;FLNA;CTNNA2;ECT2;PDLIM5;PAK2;PDLIM7;JAG1;CADM1;SORBS1;KLHL24;WTIP;CDC42BPA;TJP1;IGSF11;MYO1E;DNMBP;APC;FAT1;PKN2;NECTIN3;FERMT2;EIF4G2;LIMS1
GO_Cellular_Component_2021	adherens junction (GO:0005912)	39/132	3.365430e-03	2.383847e-01	0	0	1.745859e+00	9.941268e+00	BMPR2;CTNND2;LIN7A;LIN7C;ACTB;CDH8;CNN3;RND1;CDH6;CYTH3;CDH2;CTNNA1;HMCN1;CTNNA2;PDLIM5;PDLIM7;JAG1;ANXA1;ANXA2;SHROOM3;FRMD4A;FRS2;KLHL24;SORBS1;WTIP;SHROOM4;PLEKHA7;TJP1;MYO1E;FRMD5;APC;PARD3;CDH10;PKP2;CDH12;CDC42EP1;NECTIN3;EIF4G2;FERMT2
GO_Cellular_Component_2021	intracellular vesicle (GO:0097708)	6/11	1.007697e-02	6.118161e-01	0	0	4.980572e+00	2.289819e+01	ABCA1;ITSN2;ITSN1;TYRP1;ABCA13;APPL1
GO_Cellular_Component_2021	actin filament (GO:0005884)	22/72	1.597581e-02	8.180180e-01	0	0	1.828647e+00	7.564526e+00	GAS2L3;ANXA1;TPM4;WIPF1;TWF2;PAWR;TWF1;MYO5A;WASL;ACTB;SHROOM4;ACTG1;AMOT;AIF1L;PSTPIP2;PALLD;MYO6;PLS3;LCP1;DBN1;RHOQ;GAS7
GO_Cellular_Component_2021	transferase complex, transferring phosphorus-containing groups (GO:0061695)	5/9	1.732273e-02	8.180180e-01	0	0	5.187081e+00	2.103743e+01	PRPS2;PRPSAP2;NEK10;IGF1R;MAP3K5
GO_Cellular_Component_2021	cytoplasmic stress granule (GO:0010494)	20/65	1.941736e-02	8.252378e-01	0	0	1.846737e+00	7.279077e+00	DDX6;MBNL1;TIA1;YTHDF1;YTHDF2;NUFIP2;ROCK1;RBPMS;CIRBP;RC3H1;LARP4;PUM1;RC3H2;ATXN2L;RNF135;DDX19B;ATXN2;CAPRIN1;DHX36;HABP4
GO_Cellular_Component_2021	integral component of postsynaptic membrane (GO:0099055)	4/7	3.018134e-02	9.162192e-01	0	0	5.531805e+00	1.936426e+01	NLGN1;CDH2;LRRTM1;LRRTM2
GO_Cellular_Component_2021	integral component of presynaptic membrane (GO:0099056)	4/7	3.018134e-02	9.162192e-01	0	0	5.531805e+00	1.936426e+01	CDH2;ADAM23;ATP2B1;DRD2
GO_Cellular_Component_2021	protein kinase complex (GO:1902911)	4/7	3.018134e-02	9.162192e-01	0	0	5.531805e+00	1.936426e+01	IRS1;NEK10;IGF1R;MAP3K5
