Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
MSigDB_Hallmark_2020	UV Response Dn	57/144	1.697436e-08	8.487181e-07	0	0	2.741460e+00	4.904901e+01	CDKN1B;IRS1;CITED2;ITGB3;PTEN;PTPN21;VLDLR;NR3C1;RND3;IGF1R;SYNE1;RGS4;GJA1;NIPBL;EFEMP1;SIPA1L1;AKT3;ANXA2;MAGI2;PRKCA;RUNX1;MMP16;DDAH1;MAP1B;PTGFR;COL11A1;GCNT1;MRPS31;SRI;TFPI;ADD3;ATP2C1;LTBP1;SLC7A1;SCAF8;ATXN1;TOGARAM1;HAS2;FYN;APBB2;PDLIM5;MAP2K5;CAP2;RBPMS;NEK7;NR1D2;ATP2B1;CDC42BPA;NFKB1;ACVR2A;TJP1;DAB2;NFIB;COL5A2;ID1;SNAI2;BMPR1A
MSigDB_Hallmark_2020	TGF-beta Signaling	24/54	2.448540e-05	6.121349e-04	0	0	3.330676e+00	3.536323e+01	ACVR1;TGIF1;KLF10;PPP1R15A;SMAD1;WWTR1;BMPR2;SMURF1;UBE2D3;XIAP;ARID4B;FURIN;THBS1;HIPK2;NCOR2;TJP1;APC;ID2;ID1;PMEPA1;ID3;SKIL;LEFTY2;BMPR1A
MSigDB_Hallmark_2020	TNF-alpha Signaling via NF-kB	59/200	3.885561e-04	6.475935e-03	0	0	1.745904e+00	1.371071e+01	BTG1;TNFAIP6;RNF19B;TNFAIP3;IRS2;CXCL3;SAT1;IFIT2;KYNU;NAMPT;PDE4B;PMEPA1;DENND5A;CCNL1;PHLDA1;KDM6B;KLF10;TGIF1;EDN1;TSC22D1;RIPK2;IL18;GEM;TUBB2A;SGK1;ATF3;CD44;PTGER4;PPP1R15A;PFKFB3;CEBPD;TANK;DNAJB4;CCL2;HES1;PDLIM5;ABCA1;JUN;JAG1;GADD45B;TIPARP;PLK2;ZBTB10;ATP2B1;NFKB1;FOSL2;EIF1;EHD1;PER1;RCAN1;KLF6;MARCKS;BCL6;ID2;CLCF1;KLF9;PTX3;IL7R;NFE2L2
MSigDB_Hallmark_2020	Epithelial Mesenchymal Transition	57/200	1.207182e-03	1.508978e-02	0	0	1.662053e+00	1.116811e+01	ECM2;CXCL8;WIPF1;ITGB3;TNFAIP3;FGF2;SAT1;RGS4;CDH6;GJA1;GLIPR1;CDH2;SGCB;DPYSL3;PMEPA1;ITGAV;EDIL3;SGCG;POSTN;TNFRSF12A;TPM4;DST;ITGA2;DKK1;GEM;SFRP4;VCAN;SCG2;CD44;PFN2;LAMA2;COL11A1;NTM;THBS1;PTHLH;CALD1;ABI3BP;SPP1;FLNA;CD59;SLIT2;CAP2;JUN;VCAM1;GADD45B;CADM1;PRRX1;FZD8;DAB2;FAP;ID2;COL5A2;MGP;SNAI2;PTX3;VIM;FERMT2
MSigDB_Hallmark_2020	Androgen Response	30/100	7.374126e-03	7.374126e-02	0	0	1.782622e+00	8.752276e+00	SRP19;STEAP4;SRF;PTPN21;HMGCR;SAT1;UBE2J1;AKAP12;HERC3;ANKH;ADAMTS1;MAP7;PMEPA1;ITGAV;PDLIM5;SLC38A2;HMGCS1;TSC22D1;ELOVL5;ZBTB10;ARID5B;DHCR24;ACSL3;ELL2;CDK6;APPBP2;SMS;BMPR1B;SGK1;PLPP1
MSigDB_Hallmark_2020	Mitotic Spindle	52/199	1.246551e-02	1.038793e-01	0	0	1.472708e+00	6.457516e+00	CEP57;DOCK4;TRIO;ITSN1;WASL;ARHGAP5;SMC4;AKAP13;OPHN1;KIF5B;CDC27;CNTRL;NCK2;TLK1;KIFAP3;ARHGEF11;ARHGEF12;DST;MID1;LATS1;ARHGAP10;CLIP1;PALLD;RASA1;CDC42EP1;SOS1;ARL8A;RABGAP1;ROCK1;NEDD9;RASAL2;EPB41L2;ABL1;STK38L;FLNA;RICTOR;ECT2;PDLIM5;ARFGEF1;ARHGAP29;SORBS2;HOOK3;SSH2;CDC42BPA;NET1;CCDC88A;MYO1E;MARCKS;APC;CENPJ;ABI1;TUBGCP3
MSigDB_Hallmark_2020	Cholesterol Homeostasis	21/74	4.032509e-02	2.880364e-01	0	0	1.645990e+00	5.284913e+00	PCYT2;JAG1;HMGCS1;TNFRSF12A;ANXA13;ANXA5;CYP51A1;GPX8;HMGCR;ANTXR2;HSD17B7;GNAI1;ACTG1;LGALS3;SQLE;PLSCR1;ATXN2;ALCAM;SC5D;CPEB2;ATF3
MSigDB_Hallmark_2020	Hedgehog Signaling	11/36	7.504347e-02	4.690217e-01	0	0	1.826295e+00	4.729534e+00	NRP2;CDK6;LDB1;HEY1;OPHN1;RASA1;NRCAM;UNC5C;VLDLR;SCG2;AMOT
MSigDB_Hallmark_2020	Protein Secretion	23/96	1.599212e-01	8.652711e-01	0	0	1.307893e+00	2.397465e+00	RAB2A;ARFGEF1;ABCA1;TSG101;DST;CAV2;STX7;ATP1A1;SCAMP1;CLCN3;TOM1L1;SCRN1;TSPAN8;AP1G1;ZW10;LAMP2;YIPF6;MAPK1;RAB9A;ARFIP1;VAMP4;RAB5A;CTSC
MSigDB_Hallmark_2020	Interferon Alpha Response	23/97	1.730542e-01	8.652711e-01	0	0	1.290138e+00	2.263097e+00	SAMD9L;CNP;SAMD9;RIPK2;STAT2;IFI44;EIF2AK2;TDRD7;ADAR;TMEM140;DDX60;PARP14;PARP9;IFIT2;PLSCR1;ELF1;SELL;TRIM5;IRF2;EPSTI1;GBP2;TRIM21;IRF9
MSigDB_Hallmark_2020	Complement	43/200	2.539309e-01	9.999951e-01	0	0	1.136866e+00	1.558295e+00	DOCK4;GMFB;DYRK2;PRDM4;CPQ;PREP;TNFAIP3;CBLB;PLAT;GATA3;LIPA;PHEX;PIK3CG;LGALS3;PPP2CB;VCPIP1;AKAP10;GNG2;KYNU;LAMP2;CASP4;PIM1;ME1;CD59;FYN;CTSC;ERAP2;ANXA5;DUSP6;EHD1;PLSCR1;PIK3CA;GPD2;GNB2;IRF2;GNB4;ADAM9;GRB2;ANG;ZFPM2;CALM1;L3MBTL4;LTF
MSigDB_Hallmark_2020	KRAS Signaling Up	43/200	2.539309e-01	9.999951e-01	0	0	1.136866e+00	1.558295e+00	PPP1R15A;SNAP25;PTPRR;MTMR10;CAB39L;LY96;TNFAIP3;PLAT;CROT;PRDM1;TFPI;HDAC9;AKAP12;ANKH;BTBD3;EPB41L3;MAP7;SPP1;SOX9;CBR4;MAP3K1;PTCD2;PRRX1;ITGA2;GABRA3;NR1H4;AMMECR1;ANXA10;PDCD1LG2;DUSP6;PTBP2;DCBLD2;GPRC5B;DNMBP;ID2;ALDH1A2;SPARCL1;CCSER2;SPRY2;LCP1;AVL9;IL7R;ZNF277
MSigDB_Hallmark_2020	heme Metabolism	41/200	3.786514e-01	9.999951e-01	0	0	1.069663e+00	1.038792e+00	DCUN1D1;ENDOD1;MOSPD1;SLC7A11;NR3C1;ADIPOR1;CLCN3;BACH1;NUDT4;TRAK2;CCDC28A;AGPAT4;CA1;NNT;CDC27;LAMP2;FBXO7;RBM5;CAST;ARHGEF12;SLC11A2;NEK7;FOXJ2;ASNS;VEZF1;GAPVD1;ELL2;KLF3;SLC25A38;KAT2B;MINPP1;DAAM1;CAT;RANBP10;TMCC2;YPEL5;LPIN2;TMEM9B;KDM7A;PICALM;TNRC6B
MSigDB_Hallmark_2020	Angiogenesis	8/36	4.001101e-01	9.999951e-01	0	0	1.184768e+00	1.085266e+00	APP;POSTN;VCAN;JAG1;KCNJ8;COL5A2;SPP1;ITGAV
MSigDB_Hallmark_2020	IL-6/JAK/STAT3 Signaling	17/87	5.332295e-01	9.999951e-01	0	0	1.006759e+00	6.330534e-01	PTPN1;JUN;TNFRSF12A;ITGA4;ITGB3;STAT2;CXCL3;PDGFC;LEPR;PIM1;CD38;GRB2;A2M;STAM2;IRF9;CD44;MYD88
MSigDB_Hallmark_2020	PI3K/AKT/mTOR  Signaling	20/105	5.792815e-01	9.999951e-01	0	0	9.752506e-01	5.324544e-01	ACTR3;CDKN1B;CAB39L;STAT2;UBE2D3;PTEN;NOD1;MAPK10;MAPK9;MAPK8;RIT1;CDK4;UBE2N;MAPK1;GRB2;PLCG1;PITX2;PLCB1;MYD88;MAP2K6
MSigDB_Hallmark_2020	Wnt-beta Catenin Signaling	8/42	5.871147e-01	9.999951e-01	0	0	9.753272e-01	5.193959e-01	NCOR2;HDAC5;JAG1;HEY1;MAML1;FZD8;DKK1;GNAI1
MSigDB_Hallmark_2020	Hypoxia	38/200	5.905502e-01	9.999951e-01	0	0	9.720947e-01	5.120030e-01	PPP1R15A;SRPX;KDM3A;TES;BTG1;CDKN1B;PFKFB3;CITED2;ZNF292;NEDD4L;TNFAIP3;IRS2;VLDLR;NR3C1;AKAP12;CASP6;NOCT;PIM1;PGM2;GPC4;LARGE1;PPARGC1A;JUN;DTNA;MAP3K1;ANXA2;TIPARP;CAVIN3;TPBG;PRKCA;KLHL24;HS3ST1;FOSL2;KLF7;KLF6;ATF3;CHST3;TMEM45A
MSigDB_Hallmark_2020	Notch Signaling	6/32	6.096261e-01	9.999951e-01	0	0	9.565536e-01	4.734075e-01	TCF7L2;JAG1;MAML2;HES1;ST3GAL6;PRKCA
MSigDB_Hallmark_2020	Apoptosis	30/161	6.331387e-01	9.999951e-01	0	0	9.489240e-01	4.337207e-01	APP;RNASEL;CDKN1B;ROCK1;PLPPR4;XIAP;NEDD9;PLAT;BCL10;SAT1;LGALS3;ANKH;CASP6;CASP4;PEA15;PMAIP1;CD38;SC5D;JUN;ANXA1;GADD45B;TNFRSF12A;IFNB1;IL18;WEE1;FEZ1;CTH;DPYD;ATF3;CD44
