gene_id,gene_name,gene_id_base,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene_id_diff,dysregulation
ENSG00000127837.10,AAMP,ENSG00000127837,2145.69622285049,0.295772443004412,0.200780105850435,1.47311628187276,0.140719683853356,0.327543365901002,ENSG00000127837.10,Not significantly dysregulated
ENSG00000275700.6,AATF,ENSG00000275700,3426.9491261621,0.210474524337385,0.202274002296206,1.04054165116667,0.298088323652483,0.53226039254519,ENSG00000275700.6,Not significantly dysregulated
ENSG00000281376.1,ABALON,ENSG00000281376,54.3076151928738,0.741761308179902,0.348447206126281,2.12876239251889,0.0332739238437328,0.115013124776708,ENSG00000281376.1,Not significantly dysregulated
ENSG00000165029.17,ABCA1,ENSG00000165029,4000.26100243316,-1.18696876538894,0.144170418795497,-8.23309507807307,1.82437280705736e-16,6.734854654532941e-15,ENSG00000165029.17,Down-regulated
ENSG00000189149.12,ABCA15P,ENSG00000189149,16.7008250334865,-0.467935306211741,0.600740935166222,-0.778930282289262,0.436020784412038,0.662681873429988,ENSG00000189149.12,Not significantly dysregulated
ENSG00000197150.13,ABCB8,ENSG00000197150,2641.05206142504,0.49622046754131,0.136260898748717,3.64169378081386,0.0002708501340921,0.0020256692767715,ENSG00000197150.13,Minimally changed
ENSG00000114770.17,ABCC5,ENSG00000114770,3624.0243706961,0.530400440034567,0.151720192246768,3.49591199549687,0.0004724444881651,0.0032832757389129,ENSG00000114770.17,Minimally changed
ENSG00000033050.9,ABCF2,ENSG00000033050,1047.73723750133,-0.160420766417744,0.18605425947659,-0.862225712375739,0.38856332308551,0.621757131604071,ENSG00000033050.9,Not significantly dysregulated
ENSG00000285292.1,ABCF2-H2BK1,ENSG00000285292,,,,,,,,Not in differential expression data
ENSG00000106077.19,ABHD11,ENSG00000106077,1035.80670629506,-0.0084481756675123,0.163584290325809,-0.0516441746984765,0.958812219963312,0.982560062650641,ENSG00000106077.19,Not significantly dysregulated
ENSG00000100997.20,ABHD12,ENSG00000100997,3045.61873698375,-0.0368266797933646,0.127907378748325,-0.287916773478925,0.773410446956821,0.894482226733373,ENSG00000100997.20,Not significantly dysregulated
ENSG00000168792.5,ABHD15,ENSG00000168792,930.930000527884,0.554971529502192,0.176289713185324,3.14806530383755,0.0016435497139726,0.0097092784831198,ENSG00000168792.5,Minimally changed
ENSG00000158201.10,ABHD3,ENSG00000158201,734.887417473646,0.0590436018827869,0.176815336087859,0.333928058443122,0.738433846317226,0.874094215519734,ENSG00000158201.10,Not significantly dysregulated
ENSG00000136754.18,ABI1,ENSG00000136754,1510.41250695124,-0.781336413967219,0.176757706540666,-4.42038103604529,9.85270150612491e-06,0.0001017923270021,ENSG00000136754.18,Minimally changed
ENSG00000166016.6,ABTB2,ENSG00000166016,2774.76806387613,-0.04754108222769,0.189803921054663,-0.250474710762157,0.802220259398164,0.908874389146287,ENSG00000166016.6,Not significantly dysregulated
ENSG00000060971.19,ACAA1,ENSG00000060971,949.98555632006,-0.240809736526413,0.159393325355261,-1.51078933819649,0.130842131990504,0.311698355221329,ENSG00000060971.19,Not significantly dysregulated
ENSG00000072778.20,ACADVL,ENSG00000072778,12340.1142440354,0.479384673036783,0.168886144976989,2.83850799662755,0.0045324983669941,0.0227710546701083,ENSG00000072778.20,Minimally changed
ENSG00000120437.9,ACAT2,ENSG00000120437,1301.17812748452,0.340204161348137,0.227780078727891,1.49356415735789,0.135289573574644,0.319127789014797,ENSG00000120437.9,Not significantly dysregulated
ENSG00000177076.6,ACER2,ENSG00000177076,73.7004449420003,1.04267812558197,0.310757841609214,3.35527534939301,0.0007928602420874,0.0051241646878326,ENSG00000177076.6,Up-regulated
ENSG00000144648.16,ACKR2,ENSG00000144648,8.97663072271087,-0.351012652870861,0.935367485542291,-0.375267109768475,0.70746182434964,0.856198441037074,ENSG00000144648.16,Not significantly dysregulated
ENSG00000161533.12,ACOX1,ENSG00000161533,4832.25388069165,-0.216222248681047,0.179072739182965,-1.2074548569904,0.227257020254672,0.45068064247765,ENSG00000161533.12,Not significantly dysregulated
ENSG00000204581.3,ACOXL-AS1,ENSG00000204581,15.9124334427848,0.479229451035777,0.773203742553323,0.619797117708245,0.535391366530904,0.742244345017789,ENSG00000204581.3,Not significantly dysregulated
ENSG00000172900.12,ACTE1P,ENSG00000172900,,,,,,,,Not in differential expression data
ENSG00000136518.17,ACTL6A,ENSG00000136518,1972.93927048635,0.0350463779979318,0.180547113576911,0.194112092426238,0.846088113326697,0.931556195897192,ENSG00000136518.17,Not significantly dysregulated
ENSG00000138107.13,ACTR1A,ENSG00000138107,4086.35377326086,-0.284401729373625,0.142534394936367,-1.9953200032918,0.0460079895861735,0.146758052671147,ENSG00000138107.13,Not significantly dysregulated
ENSG00000115073.8,ACTR1B,ENSG00000115073,1926.87731776065,0.156460557333661,0.151112591204557,1.03539060568331,0.300486531172299,0.534874825790712,ENSG00000115073.8,Not significantly dysregulated
ENSG00000243989.9,ACY1,ENSG00000243989,59.4097333630576,0.981265662353897,0.348604693722547,2.81483778051159,0.0048801861297783,0.0242472343427858,ENSG00000243989.9,Minimally changed
ENSG00000168803.16,ADAL,ENSG00000168803,848.271640749528,-0.413442047609064,0.154842904830647,-2.67007421529096,0.0075834483269872,0.0349370495992838,ENSG00000168803.16,Minimally changed
ENSG00000137845.15,ADAM10,ENSG00000137845,7389.02936508171,0.0763752259442395,0.1668030892378,0.457876567473857,0.647041122614525,0.821375292362791,ENSG00000137845.15,Not significantly dysregulated
ENSG00000008277.15,ADAM22,ENSG00000008277,332.806837763779,0.68008635268144,0.188581448103371,3.60632691879982,0.0003105618375016,0.0022838049388867,ENSG00000008277.15,Minimally changed
ENSG00000154734.16,ADAMTS1,ENSG00000154734,399.41760459407,-1.04942304931959,0.217395314120629,-4.82725698833272,1.38426444551438e-06,1.68373991006948e-05,ENSG00000154734.16,Down-regulated
ENSG00000166106.4,ADAMTS15,ENSG00000166106,5762.64761838776,-2.46966264688602,0.158215210440035,-15.6095146605518,6.2712224325448295e-55,1.74066501744229e-52,ENSG00000166106.4,Down-regulated
ENSG00000158859.10,ADAMTS4,ENSG00000158859,1063.67875828027,-0.343335219985481,0.189878677553308,-1.80818206872697,0.0705781684568205,0.201251818241057,ENSG00000158859.10,Not significantly dysregulated
ENSG00000203804.5,ADAMTSL4-AS1,ENSG00000203804,46.7875923355794,0.713327599819132,0.391168313730033,1.82358226569302,0.0682152496753639,0.196460770558257,ENSG00000203804.5,Not significantly dysregulated
ENSG00000237781.3,ADAMTSL4-AS2,ENSG00000237781,56.4050928559998,0.220710172953391,0.320587015473406,0.688456370035671,0.491165436367166,0.709588673234307,ENSG00000237781.3,Not significantly dysregulated
ENSG00000075340.23,ADD2,ENSG00000075340,5991.24844268543,-0.0745657729789238,0.162940344250224,-0.457626214809114,0.647221006409697,0.821477891845943,ENSG00000075340.23,Not significantly dysregulated
ENSG00000173567.16,ADGRF3,ENSG00000173567,103.529474043418,0.694549812258468,0.254768785927134,2.72619665604214,0.0064068813304458,0.0304396951344579,ENSG00000173567.16,Minimally changed
ENSG00000267169.2,ADGRL1-AS1,ENSG00000267169,347.898088027719,0.720453316698886,0.278604964834713,2.58593136388042,0.0097116267220075,0.0428639899652834,ENSG00000267169.2,Minimally changed
ENSG00000148926.10,ADM,ENSG00000148926,511.724217745454,0.442655982439561,0.260197294235677,1.70123207368413,0.0888994173236994,0.238088427881724,ENSG00000148926.10,Not significantly dysregulated
ENSG00000254554.1,ADM-DT,ENSG00000254554,17.5684771959073,0.696680969022707,0.603258885142845,1.15486234215637,0.248146802654014,0.475656769661899,ENSG00000254554.1,Not significantly dysregulated
ENSG00000259456.4,ADNP-AS1,ENSG00000259456,122.468766103998,0.206394955692227,0.23864331241409,0.864867963842599,0.387111262872376,0.620567713651695,ENSG00000259456.4,Not significantly dysregulated
ENSG00000170425.4,ADORA2B,ENSG00000170425,2136.02762882008,-0.0771114262129616,0.174520238659328,-0.441848044704356,0.658599169218494,0.828066037630527,ENSG00000170425.4,Not significantly dysregulated
ENSG00000169252.6,ADRB2,ENSG00000169252,101.983873184895,3.8736918982965,0.355871026763715,10.8851005194881,1.35748780716798e-27,1.04185072535162e-25,ENSG00000169252.6,Up-regulated
ENSG00000196526.11,AFAP1,ENSG00000196526,3924.39904870868,0.915616376421473,0.127895589087471,7.15909268610708,8.121276560773929e-13,2.2356826660516796e-11,ENSG00000196526.11,Minimally changed
ENSG00000130396.22,AFDN,ENSG00000130396,8053.1436110811,0.577252291761406,0.126464559010399,4.56453805143888,5.00595401501423e-06,5.50534211493306e-05,ENSG00000130396.22,Minimally changed
ENSG00000141385.12,AFG3L2,ENSG00000141385,2041.97842277744,0.0208882448634643,0.137945950140748,0.151423400557622,0.879641731317327,0.947849531260577,ENSG00000141385.12,Not significantly dysregulated
ENSG00000231636.1,AGBL5-AS1,ENSG00000231636,9.99438239976745,1.58640136329538,0.800428539631222,1.98194002930764,0.0474859530853898,0.150342319391102,ENSG00000231636.1,Not significantly dysregulated
