Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
MSigDB_Hallmark_2020	Estrogen Response Late	78/200	1.671097e-08	8.355484e-07	0	0	2.341352e+00	4.192706e+01	RET;TOP2A;KCNK5;SCARB1;CLIC3;SERPINA1;NAB2;HR;LAMC2;ETFB;PRSS23;CXCL14;AFF1;SERPINA5;CYP26B1;CCND1;TRIM29;IMPA2;CDH1;CA2;MDK;ANXA9;TPSAB1;DUSP2;CISH;IGFBP4;SORD;CACNA2D2;EMP2;FOS;IL17RB;SULT2B1;TIAM1;OLFM1;GAL;RAB31;ACOX2;TST;SCNN1A;BLVRB;MAPT;PKP3;SLC29A1;NBL1;S100A9;LLGL2;PTGES;FKBP5;SLC26A2;RNASEH2A;SLC9A3R1;PLAC1;SFN;FLNB;MEST;MICB;CA12;FARP1;ST14;EGR3;WFS1;ABCA3;TFPI2;IDH2;CYP4F11;TPD52L1;KLF4;ASS1;BATF;MAPK13;KRT19;CXCL12;TSPAN13;TH;GJB3;PDCD4;CPE;TJP3
MSigDB_Hallmark_2020	Estrogen Response Early	71/200	4.358286e-06	1.089571e-04	0	0	2.011360e+00	2.482709e+01	RET;KCNK5;LAD1;SCARB1;FCMR;CLIC3;WWC1;FHL2;HR;CELSR1;AQP3;PRSS23;TSKU;AFF1;CALB2;CYP26B1;CCND1;ANXA9;TGM2;CISH;IGFBP4;KRT8;KCNK15;KAZN;FOS;IL17RB;SULT2B1;TIAM1;OLFM1;ADCY9;RAB31;ELF3;SCNN1A;BLVRB;MAPT;NBL1;PTGES;FKBP5;SLC26A2;SLC1A1;THSD4;SLC9A3R1;SYNGR1;MUC1;PODXL;P2RY2;LRIG1;SFN;FLNB;MICB;CA12;FARP1;EGR3;ZNF185;WFS1;ABCA3;GREB1;INHBB;TPD52L1;KLF4;TTC39A;REEP1;KRT19;KRT18;CXCL12;MLPH;SYT12;DLC1;KRT15;RAB17;TJP3
MSigDB_Hallmark_2020	Epithelial Mesenchymal Transition	69/200	1.768252e-05	2.947086e-04	0	0	1.923707e+00	2.105100e+01	ITGB1;OXTR;COL16A1;SERPINE2;ITGB5;ELN;LAMC2;ENO2;LOXL1;LOXL2;COMP;EFEMP2;BASP1;TIMP3;QSOX1;TIMP1;TGM2;PDGFRB;IL15;IGFBP4;MMP1;IGFBP3;TPM2;MMP2;TPM1;MMP3;BGN;P3H1;PCOLCE;TGFBR3;MMP14;COL4A2;LOX;COL6A2;ADAM12;COL8A2;GAS1;COL6A3;ITGA5;MATN3;MATN2;LRRC15;TAGLN;SDC4;PCOLCE2;LRP1;LAMA1;LAMA3;HTRA1;CAPG;FBLN1;NID2;FBLN2;FBLN5;GPC1;SERPINH1;MEST;IL32;FUCA1;TFPI2;VEGFA;COL3A1;CXCL12;COL5A1;COL5A3;COL7A1;SDC1;TGFBI;CRLF1
MSigDB_Hallmark_2020	Myogenesis	67/200	6.588275e-05	8.235344e-04	0	0	1.838757e+00	1.770288e+01	RYR1;ITGB1;VIPR1;CDKN1A;ITGB5;FHL1;ATP2A1;LDB3;LSP1;CLU;MB;GJA5;BDKRB2;ANKRD2;NOS1;PPFIA4;TEAD4;KCNH2;PTGIS;GPX3;DAPK2;GAA;TPM2;IGFBP3;FST;PTP4A3;ADCY9;MRAS;PPP1R3C;COL4A2;TNNT1;MYL2;COL6A2;MYL3;TNNT3;ADAM12;PICK1;COL6A3;CDH13;ITGA7;CASQ1;HBEGF;CFD;CAMK2B;TAGLN;COL15A1;AK1;AEBP1;FOXO4;CACNA1H;SYNGR2;ERBB3;TNNI1;TNNI2;PRNP;CAV3;MYBPH;TPD52L1;REEP1;SMTN;COL3A1;ACTC1;DES;PC;TCAP;PLXNB2;AGRN
MSigDB_Hallmark_2020	p53 Pathway	65/200	2.252798e-04	2.252798e-03	0	0	1.756390e+00	1.475046e+01	CDKN1A;STEAP3;CD82;CD81;DGKA;PITPNC1;PIDD1;CCND2;FAM162A;FDXR;CTSF;IER5;CTSD;TP63;POLH;PHLDA3;TSPYL2;ABCC5;RHBDF2;TRAFD1;FOS;VAMP8;PROCR;MAPKAPK3;DDIT4;NINJ1;CDH13;S100A4;ISCU;EPHA2;HBEGF;RRAD;PVT1;RGS16;AK1;PDGFA;TGFA;NDRG1;ZFP36L1;RXRA;SOCS1;MKNK2;CLCA2;TNNI1;SFN;EPS8L2;S100A10;HEXIM1;JAG2;PLK3;ST14;VDR;FUCA1;EPHX1;ELP1;INHBB;KLF4;TPD52L1;BLCAP;PTPN14;PTPRE;KRT17;SDC1;PLXNB2;BAX
MSigDB_Hallmark_2020	Apical Surface	19/44	1.088372e-03	9.069766e-03	0	0	2.762192e+00	1.884664e+01	SLC34A3;NTNG1;AFAP1L2;ATP8B1;LYPD3;SLC2A4;EFNA5;IL2RG;CX3CL1;SULF2;SCUBE1;RTN4RL1;CROCC;IL2RB;FLOT2;MAL;GAS1;MDGA1;EPHB4
MSigDB_Hallmark_2020	Coagulation	45/138	1.785571e-03	1.275408e-02	0	0	1.761607e+00	1.114748e+01	CFD;SERPINA1;C1S;LRP1;C1R;TMPRSS6;HPN;HTRA1;PDGFB;CTSV;ITIH1;CLU;PRSS23;C2;COMP;C3;DPP4;C8G;PLAU;CTSK;S100A13;CTSH;TIMP3;LTA4H;TIMP1;SH2B2;CTSB;MMP1;MMP2;F12;TFPI2;MMP3;MMP9;F3;MMP11;MMP14;ACOX2;MMP15;APOC1;PECAM1;SERPING1;CFB;ISCU;RAPGEF3;LGMN
MSigDB_Hallmark_2020	Complement	60/200	3.332585e-03	2.082866e-02	0	0	1.561045e+00	8.904212e+00	CDA;CPM;SERPINA1;ITGAM;CTSV;CLU;GNGT2;CASP10;CA2;CTSH;TIMP1;CTSD;CTSB;DUSP5;FCER1G;PRKCD;APOA4;HPCAL4;F3;ADRA2B;F7;MMP14;MMP13;COL4A2;MMP15;LCK;SERPING1;CDH13;LCP2;CD46;S100A9;CFB;CEBPB;KLK1;C1S;LRP1;TMPRSS6;C1R;NOTCH4;PDGFB;WAS;ITIH1;C2;C3;DPP4;SPOCK2;S100A13;STX4;RCE1;LTA4H;SH2B3;APOBEC3F;APOBEC3G;KCNIP3;TFPI2;PRSS36;MT3;ATOX1;APOC1;LGMN
MSigDB_Hallmark_2020	Inflammatory Response	59/200	5.349420e-03	2.971900e-02	0	0	1.523686e+00	7.970044e+00	CDKN1A;CSF3R;CSF1;CD82;CX3CL1;ICAM1;ADGRE1;STAB1;CCRL2;BDKRB1;CCR7;FFAR2;TIMP1;SCARF1;SCN1B;ICOSLG;CMKLR1;IL10;IL15RA;PTGIR;IL4R;IL1R1;IL15;IFNGR2;TNFRSF1B;F3;TAPBP;MMP14;LCK;LCP2;ITGA5;CHST2;HBEGF;PTGER2;RGS16;EBI3;HPN;PTAFR;C5AR1;NOD2;MEFV;GNA15;IRAK2;P2RY2;CCL24;CCL22;GCH1;SEMA4D;TNFSF15;CCL20;TNFRSF9;PCDH7;OSM;P2RX7;MARCO;PTPRE;AXL;IL2RB;IL18R1
MSigDB_Hallmark_2020	KRAS Signaling Dn	57/200	1.290327e-02	6.377654e-02	0	0	1.450580e+00	6.310422e+00	RYR1;CNTFR;RYR2;CLSTN3;MAST3;YBX2;TFCP2L1;LFNG;TGM1;EFHD1;NOS1;SYNPO;PDK2;GAMT;CPA2;EDN2;KCND1;CAMK1D;KRT4;SLC30A3;SPHK2;KRT5;UPK3B;KCNQ2;PKP1;ITGB1BP2;CDH16;GPRC5C;ABCG4;SLC29A3;CHST2;ITIH3;NPY4R;LYPD3;ALOX12B;MEFV;KLK7;HSD11B2;SNN;FGGY;KCNN1;TNNI3;SLC38A3;SLC25A23;SPTBN2;SLC12A3;HTR1D;GPR3;P2RX6;TG;AKR1B10;ACTC1;STAG3;MYO15A;KRT15;MAGIX;RGS11
