Module	Section	Sample Name	Source
Picard	InsertSizeMetrics	GFP_1	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub_cross_V5/SRF_H2AK119Ub/1_iterative_processing/analysis/3_alignment/qc/GFP_1_insert_size_metrics.txt
Picard	InsertSizeMetrics	GFP_2	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub_cross_V5/SRF_H2AK119Ub/1_iterative_processing/analysis/3_alignment/qc/GFP_2_insert_size_metrics.txt
Picard	InsertSizeMetrics	GFP_3	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub_cross_V5/SRF_H2AK119Ub/1_iterative_processing/analysis/3_alignment/qc/GFP_3_insert_size_metrics.txt
Picard	InsertSizeMetrics	YAF_1	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub_cross_V5/SRF_H2AK119Ub/1_iterative_processing/analysis/3_alignment/qc/YAF_1_insert_size_metrics.txt
Picard	InsertSizeMetrics	YAF_2	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub_cross_V5/SRF_H2AK119Ub/1_iterative_processing/analysis/3_alignment/qc/YAF_2_insert_size_metrics.txt
Picard	InsertSizeMetrics	YAF_3	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub_cross_V5/SRF_H2AK119Ub/1_iterative_processing/analysis/3_alignment/qc/YAF_3_insert_size_metrics.txt
Picard	DuplicationMetrics	GFP_1	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub_cross_V5/SRF_H2AK119Ub/1_iterative_processing/analysis/3_alignment/qc/GFP_1_dup_metrics.txt
Picard	DuplicationMetrics	GFP_2	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub_cross_V5/SRF_H2AK119Ub/1_iterative_processing/analysis/3_alignment/qc/GFP_2_dup_metrics.txt
Picard	DuplicationMetrics	GFP_3	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub_cross_V5/SRF_H2AK119Ub/1_iterative_processing/analysis/3_alignment/qc/GFP_3_dup_metrics.txt
Picard	DuplicationMetrics	YAF_1	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub_cross_V5/SRF_H2AK119Ub/1_iterative_processing/analysis/3_alignment/qc/YAF_1_dup_metrics.txt
Picard	DuplicationMetrics	YAF_2	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub_cross_V5/SRF_H2AK119Ub/1_iterative_processing/analysis/3_alignment/qc/YAF_2_dup_metrics.txt
Picard	DuplicationMetrics	YAF_3	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub_cross_V5/SRF_H2AK119Ub/1_iterative_processing/analysis/3_alignment/qc/YAF_3_dup_metrics.txt
Samtools	flagstat	GFP_1_flagstat	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub_cross_V5/SRF_H2AK119Ub/1_iterative_processing/analysis/3_alignment/qc/GFP_1_flagstat.txt
Samtools	flagstat	GFP_2_flagstat	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub_cross_V5/SRF_H2AK119Ub/1_iterative_processing/analysis/3_alignment/qc/GFP_2_flagstat.txt
Samtools	flagstat	GFP_3_flagstat	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub_cross_V5/SRF_H2AK119Ub/1_iterative_processing/analysis/3_alignment/qc/GFP_3_flagstat.txt
Samtools	flagstat	YAF_1_flagstat	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub_cross_V5/SRF_H2AK119Ub/1_iterative_processing/analysis/3_alignment/qc/YAF_1_flagstat.txt
Samtools	flagstat	YAF_2_flagstat	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub_cross_V5/SRF_H2AK119Ub/1_iterative_processing/analysis/3_alignment/qc/YAF_2_flagstat.txt
Samtools	flagstat	YAF_3_flagstat	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub_cross_V5/SRF_H2AK119Ub/1_iterative_processing/analysis/3_alignment/qc/YAF_3_flagstat.txt
