Module	Section	Sample Name	Source
featureCounts	all_sections	C1	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub_cross_V5/SRF_RNA/results/counts/all_samples_counts.txt.summary
featureCounts	all_sections	C2	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub_cross_V5/SRF_RNA/results/counts/all_samples_counts.txt.summary
featureCounts	all_sections	C3	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub_cross_V5/SRF_RNA/results/counts/all_samples_counts.txt.summary
featureCounts	all_sections	GFP1	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub_cross_V5/SRF_RNA/results/counts/all_samples_counts.txt.summary
featureCounts	all_sections	GFP2	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub_cross_V5/SRF_RNA/results/counts/all_samples_counts.txt.summary
featureCounts	all_sections	GFP3	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub_cross_V5/SRF_RNA/results/counts/all_samples_counts.txt.summary
featureCounts	all_sections	YAF1	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub_cross_V5/SRF_RNA/results/counts/all_samples_counts.txt.summary
featureCounts	all_sections	YAF2	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub_cross_V5/SRF_RNA/results/counts/all_samples_counts.txt.summary
featureCounts	all_sections	YAF3	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub_cross_V5/SRF_RNA/results/counts/all_samples_counts.txt.summary
STAR	SummaryLog	C2	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub_cross_V5/SRF_RNA/results/star/C2/C2_Log.final.out
STAR	SummaryLog	YAF2	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub_cross_V5/SRF_RNA/results/star/YAF2/YAF2_Log.final.out
STAR	SummaryLog	C3	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub_cross_V5/SRF_RNA/results/star/C3/C3_Log.final.out
STAR	SummaryLog	YAF3	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub_cross_V5/SRF_RNA/results/star/YAF3/YAF3_Log.final.out
STAR	SummaryLog	GFP2	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub_cross_V5/SRF_RNA/results/star/GFP2/GFP2_Log.final.out
STAR	SummaryLog	GFP3	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub_cross_V5/SRF_RNA/results/star/GFP3/GFP3_Log.final.out
STAR	SummaryLog	YAF1	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub_cross_V5/SRF_RNA/results/star/YAF1/YAF1_Log.final.out
STAR	SummaryLog	C1	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub_cross_V5/SRF_RNA/results/star/C1/C1_Log.final.out
STAR	SummaryLog	GFP1	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub_cross_V5/SRF_RNA/results/star/GFP1/GFP1_Log.final.out
FastQC	all_sections	YAF3_L001_R2_001	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub_cross_V5/SRF_RNA/results/fastqc/YAF3_L001_R2_001_fastqc.zip
FastQC	all_sections	GFP1_R2	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub_cross_V5/SRF_RNA/results/fastqc/GFP1_R2_trimmed_fastqc.zip
FastQC	all_sections	YAF3_L001_R1_001	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub_cross_V5/SRF_RNA/results/fastqc/YAF3_L001_R1_001_fastqc.zip
FastQC	all_sections	C1_L001_R2_001	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub_cross_V5/SRF_RNA/results/fastqc/C1_L001_R2_001_fastqc.zip
FastQC	all_sections	GFP2_L001_R1_001	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub_cross_V5/SRF_RNA/results/fastqc/GFP2_L001_R1_001_fastqc.zip
FastQC	all_sections	C1_L001_R1_001	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub_cross_V5/SRF_RNA/results/fastqc/C1_L001_R1_001_fastqc.zip
FastQC	all_sections	YAF3_R1	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub_cross_V5/SRF_RNA/results/fastqc/YAF3_R1_trimmed_fastqc.zip
FastQC	all_sections	GFP3_L001_R2_001	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub_cross_V5/SRF_RNA/results/fastqc/GFP3_L001_R2_001_fastqc.zip
FastQC	all_sections	YAF2_L001_R1_001	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub_cross_V5/SRF_RNA/results/fastqc/YAF2_L001_R1_001_fastqc.zip
FastQC	all_sections	C3_L001_R1_001	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub_cross_V5/SRF_RNA/results/fastqc/C3_L001_R1_001_fastqc.zip
FastQC	all_sections	C1_R2	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub_cross_V5/SRF_RNA/results/fastqc/C1_R2_trimmed_fastqc.zip
FastQC	all_sections	C1_R1	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub_cross_V5/SRF_RNA/results/fastqc/C1_R1_trimmed_fastqc.zip
FastQC	all_sections	GFP3_R1	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub_cross_V5/SRF_RNA/results/fastqc/GFP3_R1_trimmed_fastqc.zip
FastQC	all_sections	C3_R1	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub_cross_V5/SRF_RNA/results/fastqc/C3_R1_trimmed_fastqc.zip
FastQC	all_sections	C2_R2	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub_cross_V5/SRF_RNA/results/fastqc/C2_R2_trimmed_fastqc.zip
FastQC	all_sections	GFP3_L001_R1_001	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub_cross_V5/SRF_RNA/results/fastqc/GFP3_L001_R1_001_fastqc.zip
FastQC	all_sections	C3_R2	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub_cross_V5/SRF_RNA/results/fastqc/C3_R2_trimmed_fastqc.zip
FastQC	all_sections	GFP2_R2	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub_cross_V5/SRF_RNA/results/fastqc/GFP2_R2_trimmed_fastqc.zip
FastQC	all_sections	YAF3_R2	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub_cross_V5/SRF_RNA/results/fastqc/YAF3_R2_trimmed_fastqc.zip
FastQC	all_sections	C3_L001_R2_001	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub_cross_V5/SRF_RNA/results/fastqc/C3_L001_R2_001_fastqc.zip
FastQC	all_sections	YAF1_R1	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub_cross_V5/SRF_RNA/results/fastqc/YAF1_R1_trimmed_fastqc.zip
FastQC	all_sections	YAF2_R1	/beegfs/scratch/ric.broccoli/kubacki.michal/SRF_H2AK119Ub_cross_V5/SRF_RNA/results/fastqc/YAF2_R1_trimmed_fastqc.zip
