,Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
0,GO_Biological_Process_2021,regulation of cell migration (GO:0030334),82/408,1.02054502355588e-16,4.604699146284132e-13,0,0,3.2311864553751435,118.9755961754164,PTPRU;TRADD;ZMYND8;PIK3CD;LAMC2;LDLRAD4;FGF1;FGF3;MYLK;FGF4;IGF1R;DOCK10;FGF9;DPYSL3;KDR;CTSH;RAC1;SEMA6C;SEMA6A;MAGI2;NOG;ADAM10;PRKCA;SRCIN1;DUSP22;RAP2C;FGR;FRMD5;SMO;RUFY3;DPEP1;CAMK2B;KANK1;LRRC15;CEMIP;SEMA7A;NOTCH1;SEMA3A;PDGFB;PDGFA;STC1;NEDD9;SEMA3F;THBS1;EGFR;NKD1;FAM83H;WNT11;PODXL;PDGFC;GNA12;GCNT2;MGAT3;PLXNA1;PTK2B;DRD1;SLIT2;RFFL;SRGAP1;PLXNA4;SASH1;MAP4K4;SPAG9;NGFR;SEMA4A;NTNG2;RDX;STAT3;OSGIN1;FUZ;MAPK15;PTK2;BST2;FGF17;MYO1C;APC;FGF18;NF1;PLXNB1;EPPK1;AMOTL1;LGR6
1,GO_Biological_Process_2021,generation of neurons (GO:0048699),52/202,1.3494668514350928e-15,3.0443972168375694e-12,0,0,4.403026528258362,150.7555194466633,NRP1;MYT1L;PCSK9;RAC1;HES7;EMX1;MAP2K1;EN2;NAV1;BHLHA15;RUNX3;RUNX2;RUNX1;MAP1B;MAPT;LMX1B;MET;PAFAH1B1;YAP1;GPM6A;TUBGCP2;SEMA3A;CEP85L;WNT11;ATOH8;ERBB2;HES3;WNT3;MARK1;WNT4;FZD1;IRX1;FZD3;TGFB2;AUTS2;IRX6;WNT7B;IRX4;ATP2B2;VAX2;PER2;CDK6;CDK5;LHX3;LHX1;LHX6;LHX4;FGF13;MDGA1;ITM2C;FGFR1;LHX8
2,GO_Biological_Process_2021,axon guidance (GO:0007411),49/203,1.303407037947521e-13,1.9603241850730708e-10,0,0,4.031987694625816,119.62352920020189,EPHB6;NRP1;NRP2;PIK3CD;LAMC2;GLI2;ALCAM;BSG;NRTN;RAC1;EPHB1;EPHB3;SEMA6C;SEMA6A;UNC5A;UNC5B;GAB1;PRKCA;GFRA2;DOK2;SMO;PIK3CA;PALLD;FEZ1;SEMA7A;NOTCH1;SEMA3A;PIK3R1;SEMA3F;NTN1;RAP1GAP;NTN3;EFNB3;GPC1;PLXNA1;FYN;SLIT2;SPTBN1;PLXNA4;SEMA4A;L1CAM;PTK2;KLF7;DAB1;NFIB;LHX1;GRB2;PLXNB1;LGR6
3,GO_Biological_Process_2021,enzyme linked receptor protein signaling pathway (GO:0007167),38/140,1.532235867755831e-12,1.7283620588285775e-09,0,0,4.698611727076026,127.8224105666676,EPHB6;SHC4;DDR1;PTPRU;TRIO;BMPR2;NPR1;FLT4;NEDD9;PTN;PTPRF;EGFR;IGF1R;NPPB;EFS;ERBB2;KDR;PTK2B;FYN;EPHB1;JAK3;EPHB3;SRMS;TNK2;TIE1;TNK1;PTK6;GFRA2;PTK2;ACVR2A;FGR;HCK;CD8A;FES;TYRO3;FGFR3;MET;FGFR1
4,GO_Biological_Process_2021,positive regulation of cell migration (GO:0030335),53/269,6.18959734720758e-11,5.58549264612012e-08,0,0,3.107401636400944,73.04123421337366,NRP1;BMPR2;TRADD;PIK3CD;LAMC2;FGF1;MYLK;IGF1R;KDR;CTSH;SEMA6C;SEMA6A;PRKCE;TNFRSF18;GAB1;ADAM10;PRKCA;FGR;SMO;RUFY3;LRRC15;CEMIP;SEMA7A;NOTCH1;SEMA3A;PDGFB;PDGFA;NEDD9;SEMA3F;THBS1;EGFR;RTN4;FAM83H;WNT11;PODXL;PDGFC;GCNT2;PTK2B;DRD1;CLASP1;MAP4K4;TNFSF18;SPAG9;SEMA4A;TGFB2;DMTN;RDX;STAT3;DAB2IP;PTK2;MYO1C;APC;LGR6
5,GO_Biological_Process_2021,axonogenesis (GO:0007409),49/240,8.858126439679341e-11,6.661311082638864e-08,0,0,3.2443666657024672,75.09768205976783,EPHB6;APP;NRP1;NRP2;PIK3CD;GLI2;BSG;NRTN;EPHB1;EPHB3;SEMA6C;SEMA6A;UNC5A;UNC5B;GAB1;PRKCA;ISL1;GFRA2;PAX2;DOK2;PIK3CA;PALLD;FEZ1;MAP1B;B4GALT5;SEMA7A;NOTCH1;SEMA3A;PIK3R1;SEMA3F;RAP1GAP;NTN3;EFNB3;GPC1;SLITRK5;FYN;SLIT2;SPTBN1;NTNG2;SEMA4A;AUTS2;L1CAM;BAIAP2;PTK2;KLF7;DAB1;CDK5;GRB2;LGR6
6,GO_Biological_Process_2021,"positive regulation of transcription, DNA-templated (GO:0045893)",147/1183,4.5560959629692666e-10,2.640425803076779e-07,0,0,1.8358708708708709,39.48845304430956,APP;EHF;MAML2;ICE2;NR3C1;FGF1;ETS1;SALL1;SALL2;CHEK1;KAT7;CDK5RAP2;KCNH2;MAP2K3;LMO1;OSR2;MAP2K1;ZBTB38;LMO2;HNF1B;ISL1;RUNX3;RUNX2;RUNX1;TBL1XR1;RFX4;PADI2;TRIM16;HOXB1;LMX1B;ZFPM1;NOTCH1;AIRE;DLX5;EPAS1;KMT2C;KMT2B;PDGFB;PIK3R1;GATA2;PRDM11;PRDM10;GLIS2;SLC9A1;RAI1;GALR2;PRDM16;ABL1;HIVEP3;ZNF423;WNT4;FZD1;WWTR1;AKIRIN2;TFAP2C;SMAD3;JUP;AUTS2;NR2F1;CHCHD10;ESRRG;GDF6;SMARCA2;BMP7;POU2F3;PBX1;PHOX2A;MLLT11;IL6;MAFB;LHX3;LHX1;TCF4;TCF3;LHX4;BMPR1B;OGT;TP73;CDKN1C;BMPR2;CITED1;ONECUT1;ADIRF;TCF20;WASL;YBX1;MED16;GLI3;GLI2;MED13;MECOM;KDM6B;NCOA2;FOXD2;RIPK2;NCOA3;TESC;AXIN1;ARID1A;ETV4;ARID1B;KLF15;UTF1;PAX2;RGMA;PLSCR1;GAL;NR5A2;TFDP2;TAL1;IRF1;HAND1;RARA;MET;CREB5;YAP1;NFAT5;SMARCD3;HLF;CEBPE;CEBPG;LRP5;EGFR;FSTL3;MLLT6;RXRA;WNT11;IFI16;ATOH8;ERBB2;TRIM44;STAT1;IRX6;STAT3;DAB2IP;NR1H3;ACVR2A;SKI;PER1;KLF7;TNIP1;NFIA;WT1;NFIB;KANSL3;TCEA1;SSBP4
7,GO_Biological_Process_2021,nervous system development (GO:0007399),72/447,4.681606033824075e-10,2.640425803076779e-07,0,0,2.4425094736842103,52.470500730537495,CHRM2;MYT1L;SLC2A1;STMN3;PCSK9;MSI1;DMBX1;DPYSL5;ADGRA2;NRTN;EPHB1;MNX1;CDK5RAP2;CHST8;EMX1;RBFOX1;SEMA6A;NOG;NRG1;NAV1;SDCBP2;GFRA2;VCAN;SMO;FEZ1;IL1RAPL2;KCNQ2;TYRO3;TAGLN3;MET;OBSL1;SHANK2;YAP1;GPM6A;DLX5;DLX6;CRMP1;PRDM12;PTN;GLIS2;TRAK2;ATXN1;EFNB3;FLRT3;BTBD3;PDGFC;ADGRG6;IGF2BP1;DRD1;NPTX1;IGF2BP2;NDUFV2;FARP1;WWTR1;GSN;ST8SIA2;STAT3;CRIM1;ZIC5;L1CAM;ARHGAP26;VAX2;FGF17;P2RX5;CDK5;APC;DLG4;LHX1;NF1;ATXN10;FGF13;SDK2
8,GO_Biological_Process_2021,regulation of transcription by RNA polymerase II (GO:0006357),240/2206,6.578631869455959e-10,3.298087443887254e-07,0,0,1.60601344576172,33.95437502146704,APP;EHF;MAML2;MYT1L;JMJD1C;ENO1;ZNF608;CREB3L1;EPC2;KAT7;TRIM27;HES7;IFRD1;RFX2;EBF1;EBF2;HNF1B;BHLHA15;OVOL1;ISL1;DKK1;RUNX3;RUNX2;RUNX1;OVOL2;RFX4;ZSCAN25;HOXB1;ZFPM1;AIRE;EPAS1;PRDM14;PIK3R1;PRDM12;GATA2;PRDM10;GALR2;ZSCAN10;PRDM16;HIVEP3;ZNF148;NKX2-3;NKX2-2;STAT5A;WWTR1;EGR3;JUP;GADD45A;PDE2A;NR2F1;IRF2BP2;SMARCA2;PBX1;MOV10;ID3;MKX;RCOR2;SLC2A4RG;TP73;ZNF254;CITED1;PHF20;TCF25;ZNF43;ADIRF;TCF20;WASL;MED16;GLI3;GLI2;DMBX1;MED13;MECOM;ANKRD1;TEAD3;NCOA2;FOXD2;ZHX3;RIPK2;NCOA3;ANXA4;NOG;EN2;PAX5;PAX2;RGMA;PLSCR1;NR5A2;GAL;PAX7;TAL1;RARA;ZNF232;YAP1;EGFR;FSTL3;ZNF7;MNT;RXRA;CUX1;STAT4;FOXB2;STAT1;STAT3;DAB2IP;NR1H3;LBX1;VAX2;SKI;PER2;PER1;NFIA;WT1;NFIB;ZNF217;TCEA1;ZNF697;ZBTB21;ZBTB20;PRDM1;NR3C1;FGF1;ETS1;NR3C2;SALL1;CCND1;SALL2;PITX1;LMO1;OSR2;MSX2;KDM2B;ZBTB38;LMO2;SSU72;ARID5B;ZBTB33;MYT1;TLE6;MYCL;TBL1XR1;DGKQ;LMX1B;DDX5;NOTCH1;DLX4;DLX5;KMT2C;DLX6;TCF7;SLC9A1;GLIS2;RAI1;ATXN1;ABL1;CAMTA1;CBX8;AKIRIN2;TFAP2C;SMAD3;AUTS2;CBX4;PHF12;CBX2;ESRRG;POU2F3;HOPX;SCRT1;PHOX2A;IL6;DLG1;MAFB;LHX3;LHX1;TLX1;LHX6;TCF4;TCF3;LHX4;BMPR1B;OGT;LHX8;BMPR2;ONECUT1;CHD5;YBX1;CHD2;SIN3B;TRPS1;DNMT3B;TGIF1;KDM6B;EMX1;KLF13;ARID1A;KLF15;ETV4;UTF1;ARID1B;KLF17;ETV6;DUSP22;DMRTA2;TFDP2;CTDSP1;IRF1;HAND1;LCOR;MET;FBP1;CREB5;NFAT5;SMARCD3;HLF;CEBPE;CEBPG;LRP5;ZBTB45;HDAC9;MLLT6;IFI16;ATOH8;ERBB2;HES3;JAZF1;IRX1;SKOR1;KDM4C;IRX6;IRX4;ZIC5;ARID3B;TBX4;ACVR2A;KLF7;TNIP1;BCL6B;KANSL3;PPIL4;SSBP4
9,GO_Biological_Process_2021,peptidyl-tyrosine modification (GO:0018212),20/56,1.5458981351029688e-09,6.521330432242824e-07,0,0,6.946137064620477,140.92087248643944,SRMS;FLT4;PDGFB;EGFR;PTK2;FGR;TPST2;HCK;ABI2;FES;ERBB2;KDR;ABL1;ABL2;PTK2B;FYN;PTPN6;JAK3;FGFR3;FGFR1
