,Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
0,KEGG_2021_Human,Phototransduction,8/28,0.0207338129255901,0.999995789583929,0,0,2.732862745098039,10.592547131987342,GRK1;GUCY2D;GNAT2;PDE6G;GNB1;RHO;PDE6B;GNAT1
1,KEGG_2021_Human,Thiamine metabolism,5/15,0.0338968733800364,0.999995789583929,0,0,3.4140227183705445,11.554529442175532,ALPP;AK1;ALPI;ALPG;AK8
2,KEGG_2021_Human,Platelet activation,22/124,0.0686631024855887,0.999995789583929,0,0,1.474763406940063,3.9502176512354055,FGB;PTGIR;PPP1R12A;PLA2G4D;ROCK2;NOS3;PLA2G4C;RASGRP2;MYLK3;ACTG1;MYL12B;PIK3R5;ADCY5;PPP1CA;GP9;PLCB3;AKT2;P2RX1;P2RY1;TLN2;PLCB2;FERMT3
3,KEGG_2021_Human,Protein digestion and absorption,18/103,0.1035326460191512,0.999995789583929,0,0,1.4470866141732284,3.281801853178583,COL28A1;COL18A1;CPA1;SLC6A19;COL13A1;CTRB2;ELN;ATP1B2;PGA3;SLC8A2;PGA4;SLC9A3;SLC7A9;FXYD2;COL6A2;COL8A2;COL6A3;COL9A2
4,KEGG_2021_Human,cGMP-PKG signaling pathway,27/167,0.1177335019245795,0.999995789583929,0,0,1.3183778292035897,2.8204474390147505,ROCK2;MYLK3;SLC8A2;PIK3R5;ADCY5;NPPC;PPP3R1;CREB3L3;AKT2;ADORA1;MEF2A;MEF2C;PPP1R12A;NOS3;IRAG1;ATP2B3;ATP1B2;ADRA2B;PPP1CA;PLCB3;FXYD2;KCNMA1;PPIF;GTF2IRD1;PDE5A;MYL9;PLCB2
5,KEGG_2021_Human,Endocrine and other factor-regulated calcium reabsorption,10/53,0.1327300273507756,0.999995789583929,0,0,1.5880216129385565,3.206911322241114,PLCB3;KLK1;FXYD2;ATP2B3;PTH1R;ATP1B2;AP2A2;PLCB2;ESR1;SLC8A2
6,KEGG_2021_Human,Proximal tubule bicarbonate reclamation,5/23,0.1623462714147112,0.999995789583929,0,0,1.8958088523305916,3.44662551337988,SLC9A3;FXYD2;SLC25A10;ATP1B2;SLC38A3
7,KEGG_2021_Human,Oxytocin signaling pathway,24/154,0.1770697490754637,0.999995789583929,0,0,1.2612713253597232,2.183527500597364,RYR1;KCNJ4;MEF2C;PPP1R12A;PLA2G4D;ROCK2;KCNJ12;NOS3;PLA2G4C;CAMK2A;CACNA2D2;MYLK3;ACTG1;PIK3R5;ADCY5;PPP1CA;CACNG6;PPP3R1;PLCB3;CACNG8;CACNG1;MYL9;PLCB2;PPP1R12C
8,KEGG_2021_Human,Vascular smooth muscle contraction,21/133,0.1799782146320509,0.999995789583929,0,0,1.2807942451714625,2.196458982010077,PTGIR;RAMP2;PPP1R12A;AVPR1B;PLA2G4D;ROCK2;PRKCD;PLA2G4C;IRAG1;BRAF;MYLK3;ADCY5;PPP1CA;ACTA2;NPPC;PLCB3;KCNMA1;MYH11;MYL9;PLCB2;PPP1R12C
9,KEGG_2021_Human,Adrenergic signaling in cardiomyocytes,23/150,0.2049492605210593,0.999995789583929,0,0,1.2369970025936108,1.960631392376444,TNNC1;CAMK2A;CACNA2D2;ATP2B3;ATP1B2;SLC8A2;PIK3R5;ADCY5;PPP1CA;CACNG6;PLCB3;CACNG8;CREB3L3;PPP1R1A;PPP2R2B;AKT2;FXYD2;TNNT2;CACNG1;PLCB2;SCN4B;SCN1B;RAPGEF3
10,KEGG_2021_Human,alpha-Linolenic acid metabolism,5/25,0.208411998582337,0.999995789583929,0,0,1.7060321190755974,2.675465073924826,FADS2;PLA2G4D;PLA2G4C;PLAAT3;ACOX3
11,KEGG_2021_Human,Inositol phosphate metabolism,12/73,0.218161975087717,0.999995789583929,0,0,1.3429745148287895,2.0447021835498584,FIG4;MIOX;PLCB3;ISYNA1;MTMR3;IMPA1;PIP5KL1;INPP5D;PIP4K2B;PI4KB;PLCH2;PLCB2
12,KEGG_2021_Human,B cell receptor signaling pathway,13/81,0.2315075037958641,0.999995789583929,0,0,1.305108055009823,1.9095597047202493,LILRA6;CD72;LILRA1;LILRB2;LILRA2;LILRB3;LILRB5;LILRA5;CD79B;PPP3R1;AKT2;INPP5D;RAC3
13,KEGG_2021_Human,Gastric acid secretion,12/76,0.2614695858202516,0.999995789583929,0,0,1.2798016496465043,1.716773680771295,ATP4B;ATP4A;PLCB3;KCNJ10;CCKBR;CAMK2A;ATP1B2;SSTR2;PLCB2;MYLK3;ACTG1;ADCY5
14,KEGG_2021_Human,Glycerophospholipid metabolism,15/98,0.2676443796636308,0.999995789583929,0,0,1.233648712032558,1.626067582242919,ACHE;CHKB;PLA2G4D;PNPLA7;PLA2G4C;PLD4;PLAAT3;PLD1;DGKZ;PLD2;PTDSS2;ETNK2;PLPP3;DGKI;LPIN3
15,KEGG_2021_Human,Focal adhesion,29/201,0.2711593048229447,0.999995789583929,0,0,1.151365095129061,1.502587624405318,LAMA5;SHC2;TNXB;ITGB4;ROCK2;MYLK3;MYL12B;ACTG1;COMP;MAPK8;CCND2;AKT2;CAPN2;MYL10;RAC3;PPP1R12A;BRAF;LAMB1;PGF;PPP1CA;COL6A2;ITGA11;RAPGEF1;COL6A3;TLN2;COL9A2;MYL9;PPP1R12C;VCL
