,Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
0,GO_Molecular_Function_2021,protein tyrosine kinase activity (GO:0004713),29/108,8.746390241057665e-10,7.504402826827476e-07,0,0,4.607112061532094,96.09150310932256,EPHB6;DDR1;FLT4;EGFR;IGF1R;ERBB2;KDR;ABL1;ABL2;PTK2B;FYN;EPHB1;JAK3;EPHB3;JAK1;SRMS;TNK2;TIE1;TNK1;PTK6;PTK2;CLK1;FGR;HCK;FES;TYRO3;FGFR3;MET;FGFR1
1,GO_Molecular_Function_2021,sequence-specific double-stranded DNA binding (GO:1990837),98/712,2.6427884451967103e-09,1.1337562429893886e-06,0,0,2.0409203409601555,40.31109779704706,ZBTB20;PRDM1;NR3C1;ETS1;NR3C2;CREB3L1;KAT7;PITX1;MNX1;CDK5RAP2;HES7;KCNH2;OSR2;MSX2;DDX11;RFX2;ARID5B;BHLHA15;ZBTB33;OVOL1;ISL1;RUNX3;RUNX2;OVOL2;RUNX1;TBL1XR1;RFX4;HOXB1;LMX1B;DLX4;DLX5;DLX6;TCF7;GATA2;GLIS2;PRDM16;ABL1;NKX2-3;TFAP2C;EGR3;SMAD3;NR2F1;ESRRG;SMARCA2;POU2F3;PBX1;SCRT1;PHOX2A;LHX1;LHX6;TCF4;LHX4;LHX8;TP73;ONECUT1;YBX1;GLI3;GLI2;DMBX1;TGIF1;EMX1;FOXD2;KLF13;EN2;ETV4;KLF15;PAX2;KLF17;DMRTA2;NR5A2;PAX7;TAL1;IRF1;HAND1;RARA;CREB5;YAP1;NFAT5;HLF;CEBPE;CEBPG;ZBTB45;HOXD12;RXRA;CUX1;IRX1;SKOR1;STAT3;NR1H3;ZIC5;LBX1;VAX2;PER2;PER1;NFIB;WT1;BCL6B;ZNF217
2,GO_Molecular_Function_2021,double-stranded DNA binding (GO:0003690),88/651,4.0745120452114136e-08,1.1653104449304644e-05,0,0,1.990149596541896,33.86424572263961,ONECUT1;ZBTB20;PRDM1;YBX1;NR3C1;GLI3;GLI2;NR3C2;DMBX1;CREB3L1;PITX1;MNX1;HES7;TGIF1;EMX1;OSR2;FOXD2;KLF13;MSX2;DDX11;RFX2;EN2;BHLHA15;ZBTB33;OVOL1;ISL1;RUNX3;ETV4;KLF15;PAX2;RUNX2;OVOL2;KLF17;DMRTA2;NR5A2;MSH2;POLG2;PAX7;RFX4;RARA;RBMS1;HOXB1;MAPT;LMX1B;CREB5;NFAT5;HLF;DLX4;DLX5;CEBPE;DLX6;CEBPG;TCF7;ZBTB45;HOXD12;GATA2;EGFR;GLIS2;RXRA;IFI16;CUX1;ABL1;CAMTA1;NKX2-3;IRX1;SKOR1;TFAP2C;EGR3;STAT1;NR2F1;ESRRG;ZIC5;LBX1;VAX2;POU2F3;PBX1;SCRT1;PHOX2A;RAD50;NFIB;WT1;LHX1;BCL6B;LHX6;MNDA;TCF4;LHX4;LHX8
3,GO_Molecular_Function_2021,cadherin binding (GO:0045296),51/322,2.742301300274556e-07,5.882236289088923e-05,0,0,2.372831529145167,35.85181913432029,YWHAE;BMPR2;ENO1;CLINT1;CDH8;PPME1;BSG;KDR;EFHD2;TRIM25;TMOD3;SND1;PKM;CDH11;PHLDB2;PLEC;AHNAK;ASAP1;EGFR;RTN4;ADD1;CNN3;PDLIM1;LARP1;PUF60;CALD1;COBLL1;CDH22;CTNNA1;CDH23;EPS8L1;FLNB;EPS8L2;PDLIM5;EPS15;SPTBN1;JUP;STAT1;RDX;DAB2IP;BAIAP2;EHD1;DLG1;MYO1B;APC;VAPA;VAPB;FASN;PKN2;UBAP2;TJP2
4,GO_Molecular_Function_2021,sequence-specific DNA binding (GO:0043565),90/707,4.4326945487816565e-07,7.606503845709321e-05,0,0,1.8542849540212805,27.126497772273996,ONECUT1;ZBTB21;ZBTB20;PRDM1;YBX1;NR3C1;GLI3;GLI2;NR3C2;DMBX1;CREB3L1;PITX1;MNX1;HES7;TGIF1;EMX1;OSR2;FOXD2;KLF13;KDM2B;MSX2;ZBTB38;RFX2;EN2;BHLHA15;ZBTB33;OVOL1;ISL1;RUNX3;ETV4;KLF15;PAX2;RUNX2;OVOL2;KLF17;DMRTA2;NR5A2;PAX7;RFX4;RARA;HOXB1;MAPT;LMX1B;CREB5;NFAT5;HLF;DLX4;DLX5;CEBPE;EPAS1;DLX6;KMT2B;CEBPG;TCF7;ZBTB45;HOXD12;GATA2;GLIS2;RXRA;CUX1;PRDM16;ZSCAN10;ABL1;ZNF148;ZNF423;NKX2-3;IRX1;SKOR1;TFAP2C;EGR3;SMAD3;NR2F1;ESRRG;ZIC5;LBX1;VAX2;POU2F3;PBX1;SCRT1;PHOX2A;MAFB;LHX3;NFIB;WT1;LHX1;BCL6B;LHX6;TCF4;LHX4;LHX8
5,GO_Molecular_Function_2021,non-membrane spanning protein tyrosine kinase activity (GO:0004715),13/35,6.803704779377308e-07,9.72929783450955e-05,0,0,7.358888752756677,104.50084436934743,SRMS;TNK2;TNK1;PTK6;PTK2;CLK1;FGR;HCK;FES;ABL1;ABL2;PTK2B;FYN
6,GO_Molecular_Function_2021,transmembrane receptor protein tyrosine kinase activity (GO:0004714),17/60,1.1602893091981786e-06,0.00014221831818457675,0,0,4.931175361407919,67.39359049243293,DDR1;EPHB6;NRP1;NRP2;FLT4;TIE1;CRIM1;EGFR;IGF1R;ERBB2;KDR;TYRO3;EPHB1;MET;FGFR3;EPHB3;FGFR1
7,GO_Molecular_Function_2021,transmembrane receptor protein kinase activity (GO:0019199),16/60,5.696005974449844e-06,0.0006108966407597458,0,0,4.532318458044319,54.731123476327085,DDR1;EPHB6;FLT4;TIE1;EGFR;ACVR2A;IGF1R;ERBB2;KDR;TYRO3;BMPR1B;EPHB1;MET;FGFR3;EPHB3;FGFR1
8,GO_Molecular_Function_2021,protein homodimerization activity (GO:0042803),76/636,3.295596006844832e-05,0.0031418015265254,0,0,1.7136674374183172,17.68562791264013,SCARB2;ABCD3;CITED1;MTCL1;FLT4;CIB2;SLC4A1;ENO1;EEA1;RBPMS2;ENPP1;AOX1;MFSD1;MAP3K9;TRIM27;KCNH2;TPD52;ST6GAL1;ZHX3;TPM4;RIPK2;GLCE;TESC;ZBTB38;CEP131;NOG;AXIN1;ADAM10;SDCBP2;HLA-G;MID1;TPST2;ANO1;MSH2;PADI2;CAMK2B;PDXK;PDGFB;PDGFA;NOD1;RAP1GAP;RASIP1;ADD1;CLN6;DPP4;PGRMC1;FLRT3;STC2;PDGFC;PSAP;SYNDIG1;SLIT2;GBP2;ATG7;RAB11FIP4;GBP3;TGFB2;SMAD3;JUP;STAT1;GADD45A;CAV2;STAT3;PDE2A;DAB2IP;TPD52L1;GGCT;BST2;EXT1;GSTA4;XPNPEP1;VAPB;KLHL7;CCDC66;TCF3;FGFR1
9,GO_Molecular_Function_2021,protein phosphorylated amino acid binding (GO:0045309),12/42,3.949897286531395e-05,0.0033728222566405,0,0,4.975892255892256,50.45174534474585,YWHAE;FGR;SHE;HCK;FBXW7;NEDD4;ABL1;CBLC;ABL2;GRB2;PTPN6;PIK3R1
