,Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
0,GO_Biological_Process_2021,regulation of cell migration (GO:0030334),134/408,9.05170134671992e-23,4.817315456724341e-19,0,0,3.1143671266570223,158.07438878204243,SEMA5A;ZMYND8;LDLRAD4;FGF1;CLDN1;FGF2;FGF3;MYLK;FGF4;IGF1R;DOCK10;CDH5;DACH1;FGF9;DPYSL3;KDR;ENPP2;ACVR1;SEMA6C;SEMA6A;MAGI2;TPM1;ADAM10;PRKCA;ACTN4;SRCIN1;TIAM1;FRMD5;SMO;RUFY3;DPEP1;CEMIP;SEMA7A;NOTCH1;PDGFB;PDGFA;PIK3R3;STC1;FOXO3;FAM83H;PODXL;PDGFC;PLXNA2;PLXNA1;DRD1;SRGAP1;PLXNA4;NGFR;NTNG2;CAV1;RDX;OSGIN1;FUZ;PTK2;SMAD7;BST2;FGF17;VIL1;FER;CXCL12;DLG5;FGF19;FGF18;NF1;PLXNB1;NF2;AMOTL1;ITGB1;PTPRU;MCTP1;TRADD;PIK3CD;LAMC2;CX3CL1;SHH;DUSP10;CTSH;PHACTR1;RAC1;EDN1;ANXA1;MMP7;NOG;RHOD;RHOB;DUSP22;RAP2C;FGR;TMEFF2;PECAM1;CLDN19;SGK3;SGK1;CAMK2B;KANK1;LRRC15;SEMA3C;SRC;SEMA3A;NEDD9;PRR5L;SEMA3E;SEMA3F;THBS1;EGFR;NKD1;PARD6B;WNT11;GNA12;GCNT2;MGAT3;PTK2B;CTNNA2;SLIT2;RFFL;SASH1;MAP4K4;SPAG9;SEMA4A;YTHDF3;NTRK3;STAT3;SULF1;TBX5;PODN;SOD2;MAPK15;VEGFA;TJP1;MYO1C;APC;F2RL1;EPPK1;LGR6
1,GO_Biological_Process_2021,axon guidance (GO:0007411),79/203,8.570391616924295e-19,2.280581209263555e-15,0,0,4.010141559892553,166.82511039489745,EPHB6;SEMA5A;NRP1;NRP2;SH3KBP1;PTPRM;PIK3CD;IRS2;LAMC2;VLDLR;ARHGAP35;GLI2;SHH;ALCAM;BSG;NPTN;NRTN;RAC1;EPHB1;EPHB3;SEMA6C;SEMA6A;UNC5A;UNC5B;WNT5A;GAB1;RHOH;FRS2;PRKCA;GAB2;GFRA2;ENAH;DOK2;SMO;PIK3CA;DOK5;PALLD;FEZ1;DSCAML1;SEMA7A;NOTCH1;SEMA3C;SRC;NRXN1;SEMA3A;CXCR4;SEMA3E;PIK3R1;SEMA3F;EFNA5;NTN1;RAP1GAP;NTN3;EFNB2;EFNB3;GPC1;CHN1;PLXNA2;PLXNA1;FYN;NCAM1;SLIT3;SLIT2;SPTBN1;PLXNA4;SEMA4A;BDNF;L1CAM;PTK2;VEGFA;KLF7;CXCL12;DAB1;NFIB;LHX1;CNTN2;GRB2;PLXNB1;LGR6
2,GO_Biological_Process_2021,"positive regulation of transcription, DNA-templated (GO:0045893)",269/1183,3.0042741681591986e-17,5.3295823743144187e-14,0,0,1.899843341991282,72.27747022530839,APP;EHF;MAML2;RBPJ;RPS6KA3;ZNF609;ZMIZ1;MYC;CREB3L2;NAMPT;CHEK1;DPF3;KAT7;SOX8;SOX9;TP63;CDK5RAP2;ACVR1;HNF1B;MED4;ISL1;RUNX3;RUNX2;RUNX1;RFX4;PADI2;TFAM;TRIM16;HOXB1;MAML3;ZFPM2;ATF6;CLOCK;ZFPM1;CTBP2;AIRE;CDCA4;EPAS1;PDGFB;GATA5;PIK3R1;GATA2;PRDM11;PRDM10;GALR2;PRDM16;HIVEP1;HIVEP3;PPARGC1A;RREB1;PPARGC1B;FZD1;EGR1;WWTR1;JUN;EGR2;AFAP1L2;FZD2;JUP;FOXF2;FZD7;NR2F1;NFATC3;NFATC2;GDF6;SMARCA2;PBX1;MLLT11;TP73;CDKN1C;FANK1;CITED1;ADIRF;TCF20;HOXC13;WASL;MED16;GLI3;CX3CL1;GLI2;PHF8;MED14;SHH;MED13;MECOM;SPIN1;CD38;TEAD1;NCOA1;NCOA2;FOXD2;EDN1;TCF15;PARP1;RIPK2;NCOA3;TESC;TFEB;PAX3;TET1;RGMB;PARP9;PAX2;RGMA;TOX3;PLSCR1;ZEB2;GAL;NR5A2;TAL1;RARA;NCOA7;PPARD;YAP1;EGFR;FSTL3;RXRA;SERTAD2;HSF2;HAS3;TBL1X;BRD7;RXRG;MAP3K2;ZNF462;ARNT2;DMRT1;STAT1;STAT3;DAB2IP;NR1H3;GRHL3;GRHL2;VEGFA;HIPK2;SKI;PER1;TFAP4;NFIA;WT1;NFIB;TCEA1;F2RL1;CRTC3;CRTC1;ICE2;RORA;YEATS4;MYRFL;AHR;PARK7;NR3C1;FGF1;ETS1;FGF2;ETS2;SALL1;SALL2;KCNH2;EOMES;MAP2K3;LMO1;OSR2;SLC30A9;MAP2K1;ZBTB38;LMO2;WNT5A;POU3F1;POU3F2;TBL1XR1;KAT6A;LMX1B;BLM;NOTCH1;DLX5;KMT2C;KMT2B;FOXO3;FOXO1;GLIS2;NPAS3;SLC9A1;NEUROD1;RAI1;ABL1;TASP1;ZNF423;WNT4;SMAD2;TFAP2B;AKIRIN2;TFAP2C;SMAD3;AUTS2;CHCHD10;ESRRG;INHBA;BMP7;POU2F3;BMP5;PHOX2A;SMAD7;BCL9;IL6;MAFB;LHX3;LHX2;LHX1;SP3;TCF4;TCF3;LHX4;BMPR1B;OGT;BMPR1A;BMPR2;THRB;ONECUT1;YBX1;HHEX;NCK2;MYBL1;KDM6B;BCAS3;AXIN1;ETV1;ARID1A;ETV4;ARID1B;KLF15;UTF1;TFDP2;IRF1;TRAF6;HAND1;MET;CREB5;HDAC4;NFAT5;HDAC2;SMARCD3;HLF;CEBPE;CEBPG;LRP5;FOXK2;MLLT6;WNT11;IFI16;ZNF507;ATOH8;ERBB2;TRIM44;E2F8;TCF7L2;IRX6;USP22;TBX5;TBX3;ACVR2A;KLF2;KLF7;MEIS1;KLF5;TNIP1;KANSL3;SSBP2;SSBP4
3,GO_Biological_Process_2021,positive regulation of nucleic acid-templated transcription (GO:1903508),141/511,2.453089554349562e-16,2.825468756834931e-13,0,0,2.4194050385226857,86.96312667758772,EHF;RORA;YEATS4;MYRFL;AHR;FGF2;ETS1;ETS2;SALL1;ZMIZ1;MYC;CREB3L2;SOX8;SOX9;TP63;CDK5RAP2;KCNH2;MAP2K3;ACVR1;EOMES;OSR2;MAP2K1;WNT5A;HNF1B;MED4;POU3F1;RUNX3;RUNX2;RUNX1;TBL1XR1;KAT6A;TFAM;TRIM16;CLOCK;BLM;NOTCH1;AIRE;DLX5;KMT2B;PDGFB;PRDM11;FOXO3;FOXO1;GLIS2;NPAS3;NEUROD1;RAI1;PRDM16;TASP1;HIVEP3;ZNF423;PPARGC1A;RREB1;WNT4;FZD1;SMAD2;EGR1;TFAP2B;AFAP1L2;JUN;EGR2;FZD2;SMAD3;FOXF2;FZD7;NFATC2;ESRRG;INHBA;GDF6;SMARCA2;BMP7;MLLT11;IL6;MAFB;LHX3;LHX2;LHX1;SP3;TCF4;TCF3;TP73;CDKN1C;FANK1;CITED1;HOXC13;MED16;GLI3;GLI2;PHF8;MED14;SHH;HHEX;MED13;MECOM;SPIN1;CD38;TEAD1;MYBL1;NCOA1;TESC;TFEB;AXIN1;PAX3;PARP9;RGMB;ARID1A;ARID1B;PAX2;NR5A2;TAL1;IRF1;RARA;PPARD;CREB5;HDAC4;YAP1;HDAC2;SMARCD3;LRP5;FOXK2;EGFR;RXRA;WNT11;ATOH8;HAS3;TBL1X;BRD7;TRIM44;MAP3K2;ARNT2;STAT1;IRX6;USP22;STAT3;NR1H3;TBX5;KLF2;HIPK2;TFAP4;NFIB;WT1
4,GO_Biological_Process_2021,nervous system development (GO:0007399),128/447,2.6545178098787393e-16,2.825468756834931e-13,0,0,2.542730272250878,91.19527158566302,CHRM2;SEMA5A;MYT1L;STMN3;MSI1;FGF2;RPS6KA3;CDH2;DPYSL5;ADGRA2;DPF3;SOX8;NRTN;CHAC1;EPHB1;MNX1;CDK5RAP2;KIRREL3;RBFOX1;RBFOX2;SEMA6A;SPINK5;POU3F1;SDCBP2;POU3F2;ALDH3A2;SMO;FEZ1;KCNQ2;TYRO3;TAGLN3;OBSL1;GPM6A;DLX5;DLX6;PRDM12;EFNA5;GLIS2;NEUROD1;SNTG2;ATXN1;EFNB3;FLRT3;BTBD3;PDGFC;ADGRG6;DRD1;NPTX1;ECT2;NDUFV2;WWTR1;EGR2;BDNF;ST8SIA2;FZD9;CRIM1;INHBA;L1CAM;ARHGAP26;FGF17;SDK1;CDK5;DLG4;LHX1;FGF19;NF1;FGF13;FGF12;SDK2;CHD7;SLC2A1;PCSK9;CXCL1;VLDLR;DMBX1;SHH;JARID2;TEAD1;CHST8;EMX1;ADGRV1;NOG;NRG1;NAV1;NAV2;GFRA2;DNM3;ZEB2;VCAN;IL1RAPL2;ALDH1A2;DAGLB;DSCAML1;MET;SHANK2;HDAC4;YAP1;NLGN1;GSTP1;NRXN1;CXCR4;CRMP1;PTN;HMGCR;TRAK1;TRAK2;PTPRZ1;IGF2BP1;SPOCK1;IGF2BP2;FARP1;ARNT2;GSN;STAT3;FBXL17;LSAMP;WWP1;ZIC5;GRHL2;VAX2;TBX3;VEGFA;MARCKS;NFASC;P2RX5;APC;ATXN10;ADGRL3
5,GO_Biological_Process_2021,generation of neurons (GO:0048699),73/202,1.9068428396532928e-15,1.691369598772471e-12,0,0,3.5530494756041957,120.42466944363537,NRP1;MYT1L;DOCK7;PCSK9;CX3CL1;SHH;RAC1;HES7;EMX1;MAP2K1;WNT5A;EN2;EN1;NAV1;BHLHA15;OLIG2;EML1;RUNX3;POU3F2;RUNX2;RUNX1;MAP1B;MAPT;LMX1B;MET;PAFAH1B1;SDCCAG8;YAP1;GPM6A;MTPN;TUBGCP2;SEMA3A;CEP85L;NEUROD1;WNT11;ATOH8;ERBB2;SPOCK1;HES3;WNT3;MARK1;WNT4;FZD1;IRX1;NTRK2;FZD3;WNT10A;TGFB2;FZD2;AUTS2;IRX6;FZD7;WNT7B;IRX4;ATP2B2;VAX2;PER2;PTPRD;CDK6;CDK5;LHX3;LHX2;LHX1;LHX6;LHX5;LHX4;INSM1;FGF13;MDGA1;ITM2C;ADGRL3;FGFR1;LHX8
6,GO_Biological_Process_2021,regulation of transcription by RNA polymerase II (GO:0006357),434/2206,2.438238786707713e-15,1.8537581175512068e-12,0,0,1.602524599607478,53.9209471463035,EHF;MAML2;MYT1L;ENO1;RBPJ;BACH1;ZMIZ1;CREB3L1;MYC;NAMPT;CREB3L2;HES7;ZNF19;RFX2;SOX13;BHLHA15;MED4;ISL1;DKK1;HOXB9;RFX4;ZSCAN25;HOXB1;MAML3;ATF6;CLOCK;URI1;CTBP2;AIRE;GATA5;PRDM14;NEDD4L;PRDM12;GATA2;PRDM10;GALR2;PRDM16;ZSCAN10;ALX4;ZNF148;PPARGC1A;RREB1;PPARGC1B;NKX2-3;ZBTB7C;NKX2-2;JUN;JUP;NR2F1;PBX3;NFATC3;IRF2BP2;NFATC2;PBX1;MOV10;EZH2;MESP2;ZNF254;ZNF131;PHF20;TCF25;ZNF43;TCF20;HOXC13;TFCP2L1;MED16;GLI3;PHF8;GLI2;MECP2;MED14;SHH;MED13;MECOM;TEAD1;TEAD3;TCF15;RIPK2;ANXA4;EN2;EN1;PAX3;TET1;PAX5;MED27;PAX2;PHF20L1;PLSCR1;ZEB2;PAX7;TAL1;RARA;PPARD;ZNF232;EGFR;FSTL3;GSC;STAT4;BRD7;SPDEF;ZNF462;STAT1;STAT3;DAB2IP;NR1H3;WWP2;TARBP1;HIPK2;SKI;NFIA;WT1;NFIB;ZNF217;ZNF697;ZBTB21;ZBTB20;RORA;YEATS4;PARK7;AHR;FGF1;FGF2;SALL1;DACH1;SALL2;PITX1;ZNF683;ZBTB38;ZBTB33;MYT1;TLE6;FOXP1;ZFP41;KAT6A;DGKQ;ZNF552;NOTCH1;DLX4;CBFB;DLX5;DLX6;KMT2C;FOXO3;FOXO1;NPAS3;GLIS2;SLC9A1;NEUROD1;ATXN1;NACC2;SMYD2;ABL1;ZNF546;ZNF665;SKIL;ZKSCAN1;AKIRIN2;ESRRG;MAFA;SCRT1;HOPX;BCL9;MAFB;BCL6;LHX3;LHX2;LHX1;SP3;CDK1;LHX6;ZNF536;LHX5;MDM4;LHX4;OGT;LHX8;BMPR2;ONECUT1;FASLG;HHEX;SIN3B;DMRTB1;NCK2;DNMT3B;BCAS3;EMX1;DUSP22;DMRTA2;TFDP2;CTDSP1;DMRTA1;TRAF6;HAND1;LCOR;MET;HDAC4;NFAT5;HDAC2;SMARCD3;CEBPE;CEBPG;LRP5;FOXK2;ZBTB45;HDAC9;MLLT6;ZBTB40;IFI16;ZNF507;FNIP1;E2F8;JAZF1;IRX1;SKOR1;IRX6;FBXL19;PRRX2;IRX4;TBX5;TBX4;TBX3;KLF2;TNRC6C;KLF7;KLF5;INSM1;PPIL4;TNRC6A;TNRC6B;SMARCAL1;APP;JMJD1C;IKZF1;RPS6KA3;ZNF609;ZNF608;DPF3;EPC2;KAT7;SOX8;TRIM27;SOX9;TP63;VRTN;SOX5;ACVR1;IFRD1;EBF1;EBF2;HNF1B;OVOL1;RUNX3;RUNX2;OVOL2;RUNX1;SUB1;ZFPM2;ZFPM1;TSHZ3;EPAS1;ARX;TGFA;PIK3R1;MED12L;BRIP1;ZNF704;HIVEP1;HIVEP3;HIVEP2;STAT5A;EGR1;WWTR1;EGR2;EGR3;FOXF2;BCL11A;GADD45A;PDE2A;SMARCA2;ID3;MKX;SIM2;RCOR2;SLC2A4RG;TP73;BARHL1;CITED1;ADIRF;WASL;CX3CL1;DMBX1;SUFU;ANKRD1;NCOA1;NCOA2;EDN1;FOXD2;ZHX3;PARP1;NCOA3;NOG;TFEB;PARP9;RGMA;TOX3;GAL;NR5A2;SLTM;NCOA7;YAP1;ZNF8;TRAK1;ZNF7;MNT;RXRA;CUX1;HSF2;MSX1;TBL1X;RXRG;FOXB2;ARNT2;DMRT1;GRHL3;LBX1;GRHL2;VAX2;VEGFA;PER2;PER1;TFAP4;NR6A1;TCEA1;F2RL1;CRTC3;CRTC1;WWC1;WWC2;ARID4B;PRDM1;NR3C1;ETS1;ETS2;LOXL2;NR3C2;CCND1;LMO1;EOMES;OSR2;SLC30A9;MSX2;KDM2B;LMO2;WNT5A;SSU72;ARID5B;KCTD1;POU3F1;POU3F2;MYCL;TBL1XR1;LMX1B;DDX5;TCF7;RAI1;CAMTA1;MSC;CBX8;SMAD2;TFAP2B;TFAP2C;SMAD3;AUTS2;CBX4;CAV1;CBX2;PHF12;INHBA;SMAD6;POU2F3;BMP5;PHOX2A;SMAD7;IL6;DLG1;TLX1;TCF4;TCF3;BMPR1B;BMPR1A;THRB;CHD5;YBX1;CHD2;SDR16C5;SIX2;TRPS1;MYBL1;TGIF1;KDM6B;KLF13;ETV1;OLIG2;ARID1A;ETV4;UTF1;ARID1B;KLF15;ETV6;KLF17;IRF1;FBP1;CREB5;CAMK2D;HLF;DLL4;ATOH8;ERBB2;HES3;TCF7L2;KDM4C;ATP2B4;ARID3A;ZIC5;ARID3B;SOD2;ACVR2A;TBX15;MEIS1;TNIP1;KANSL3;BCL6B;SSBP2;SSBP4
7,GO_Biological_Process_2021,axonogenesis (GO:0007409),81/240,4.9593002712522274e-15,3.2991745054505444e-12,0,0,3.202371013524796,105.47813284890928,EPHB6;SEMA5A;APP;NRP1;NRP2;SH3KBP1;DOCK7;PIK3CD;IRS2;VLDLR;ARHGAP35;GLI2;SHH;BSG;NPTN;NRTN;EPHB1;EPHB3;SEMA6C;SEMA6A;UNC5A;UNC5B;WNT5A;GAB1;LMTK2;FRS2;PRKCA;ANK3;GAB2;ISL1;GFRA2;PAX2;ENAH;DOK2;PIK3CA;DOK5;PALLD;FEZ1;MAP1B;PARD3;B4GALT6;DSCAML1;B4GALT5;SEMA7A;NOTCH1;SEMA3C;SRC;NRXN1;SEMA3A;CXCR4;SEMA3E;PIK3R1;SEMA3F;EFNA5;RAP1GAP;NTN3;EFNB2;PARD6B;EFNB3;GPC1;SLITRK5;FYN;NCAM1;SLIT3;CTNNA2;SLIT2;SPTBN1;NTNG2;SEMA4A;AUTS2;BDNF;L1CAM;BAIAP2;PTK2;KLF7;CXCL12;DAB1;CDK5;CNTN2;GRB2;LGR6
8,GO_Biological_Process_2021,positive regulation of transcription by RNA polymerase II (GO:0045944),211/908,1.0054431535967262e-14,5.945520514935308e-12,0,0,1.93571097555419,62.38944151293777,APP;EHF;MAML2;RBPJ;RPS6KA3;ZNF609;ZMIZ1;MYC;NAMPT;DPF3;KAT7;SOX8;SOX9;TP63;ACVR1;HNF1B;MED4;ISL1;RUNX2;RUNX1;RFX4;SUB1;HOXB1;MAML3;ZFPM2;ATF6;CLOCK;ZFPM1;CTBP2;AIRE;EPAS1;PDGFB;GATA5;PIK3R1;GATA2;PRDM10;GALR2;HIVEP1;PPARGC1A;RREB1;PPARGC1B;NGFR;EGR1;WWTR1;JUN;EGR2;JUP;FOXF2;NR2F1;NFATC3;SMARCA2;PBX1;TP73;CITED1;ADIRF;TCF20;WASL;MED16;GLI3;CX3CL1;GLI2;MED14;SHH;MED13;TEAD1;NCOA1;NCOA2;FOXD2;EDN1;TCF15;PARP1;RIPK2;NCOA3;TFEB;PAX3;TET1;PAX2;RGMA;TOX3;PLSCR1;ZEB2;GAL;NR5A2;TAL1;RARA;NCOA7;PPARD;YAP1;EGFR;FSTL3;RXRA;HSF2;TBL1X;RXRG;ZNF462;ARNT2;DMRT1;STAT1;STAT3;DAB2IP;NR1H3;GRHL3;GRHL2;VEGFA;HIPK2;SKI;PER1;NFIA;WT1;NFIB;TCEA1;F2RL1;CRTC3;CRTC1;WWC1;RORA;YEATS4;AHR;PARK7;NR3C1;FGF1;ETS1;FGF2;SALL1;SALL2;EOMES;LMO1;OSR2;SLC30A9;ZBTB38;LMO2;WNT5A;POU3F2;TBL1XR1;KAT6A;LMX1B;NOTCH1;DLX5;KMT2C;FOXO3;FOXO1;GLIS2;SLC9A1;NEUROD1;ABL1;SMAD2;TFAP2B;AKIRIN2;TFAP2C;TGFB2;SMAD3;AUTS2;INHBA;POU2F3;BMP5;PHOX2A;SMAD7;BCL9;IL6;LHX3;SP3;TCF4;TCF3;LHX4;BMPR1B;OGT;BMPR1A;BMPR2;THRB;ONECUT1;YBX1;HHEX;NCK2;MYBL1;KDM6B;BCAS3;ETV1;ETV4;KLF15;UTF1;TFDP2;IRF1;TRAF6;HAND1;MET;HDAC4;NFAT5;HDAC2;SMARCD3;HLF;CEBPE;CEBPG;LRP5;FOXK2;MLLT6;IFI16;ZNF507;ATOH8;E2F8;TCF7L2;TBX5;TBX3;ACVR2A;KLF2;KLF7;MEIS1;KLF5;TNIP1;KANSL3;SSBP2;SSBP4
9,GO_Biological_Process_2021,enzyme linked receptor protein signaling pathway (GO:0007167),56/140,2.4531052954998894e-14,1.3055426382650411e-11,0,0,4.170746559493362,130.70634497955825,EPHB6;ALK;DDR1;PTPRU;TRIO;BMPR2;FLT4;SLA;PTPRF;IGF1R;PTPRG;NPPB;KDR;EPHB1;JAK3;EPHB3;MUSK;SYK;LMTK2;FRS2;GFRA2;FGR;HCK;CD8A;TYRO3;ROR1;IL6ST;MET;SHC4;NPR1;SRC;NEDD9;PTN;EGFR;EFS;ERBB2;PTK2B;FYN;MPZL1;LYN;NTRK2;SRMS;BDNF;TNK2;NTRK3;TIE1;TNK1;PTK6;PTK2;ACVR2A;PTPRD;FER;FES;TEK;FGFR3;FGFR1
