"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0032970","regulation of actin filament-based process","54/868","406/18903",1.90436333488404e-12,1.01102649448994e-08,8.01837193635387e-09,"6711/4233/8829/10602/136319/27067/22836/399/4853/11214/7114/2824/817/5295/9037/10788/9886/961/4739/342184/25/55604/23189/9723/10565/54828/83700/3759/27302/5921/23332/2150/5581/29766/59/5142/5144/22998/4916/51429/4627/2258/4070/7010/3690/2909/4088/122786/9353/51571/80206/7168/55243/2475",54
"GO:0007163","establishment or maintenance of cell polarity","38/868","234/18903",1.0232457347977e-11,2.71620580302051e-08,2.15420154694254e-08,"667/3480/22836/399/2697/9886/25/23286/23189/4131/5747/4926/10565/22902/1794/54828/83700/9124/2195/4478/5048/23332/10486/57698/56288/23255/3688/56603/84612/4627/2258/7010/117583/2909/4983/51571/10758/55755",38
"GO:0061564","axon development","57/868","490/18903",1.06026343210616e-10,1.31960923948751e-07,1.04657175163328e-07,"1123/7204/5803/10512/9315/8828/8829/3480/2737/399/23022/288/9314/4853/3725/57689/3371/8301/9037/4781/1600/57609/25/2115/23499/4131/7414/5747/9723/4897/22902/1009/26230/5048/57698/27020/56288/3688/6586/2131/84612/334/2258/57142/3918/9201/140578/65059/2909/26053/10371/9353/4983/627/1959/9175/4915",57
"GO:0007409","axonogenesis","53/868","438/18903",1.14565610356644e-10,1.31960923948751e-07,1.04657175163328e-07,"1123/7204/5803/10512/8828/8829/3480/2737/399/23022/288/4853/57689/8301/9037/4781/1600/57609/25/2115/23499/4131/7414/5747/9723/4897/22902/1009/26230/5048/57698/27020/56288/3688/6586/2131/84612/334/2258/57142/3918/9201/140578/65059/2909/26053/10371/9353/4983/627/1959/9175/4915",53
"GO:0001667","ameboidal-type cell migration","57/868","492/18903",1.24280395506452e-10,1.31960923948751e-07,1.04657175163328e-07,"10512/8828/9734/84159/4233/8829/2113/9448/9314/3725/7114/2697/9037/27086/4763/79899/9404/25/306/23499/23189/5747/9723/54828/3791/9124/57608/5048/7042/27302/23332/168667/5581/59/3688/4163/5547/8879/4627/8766/3146/57142/253943/4921/4070/7010/23603/152007/3690/5467/10371/493/9353/5578/27286/65979/2475",57
"GO:0010810","regulation of cell-substrate adhesion","35/868","222/18903",1.56224226207254e-10,1.38232402822385e-07,1.09631035934915e-07,"7402/6695/8829/9448/1021/6789/2824/5295/56477/4763/4739/342184/25/55604/23499/23189/7414/5747/9723/54828/3791/5921/23332/948/5581/22998/25890/4070/7010/23603/81/3690/4088/2651/1435",35
"GO:0030010","establishment of cell polarity","28/868","150/18903",2.02213528742235e-10,1.53364517727503e-07,1.2163219773969e-07,"3480/2697/25/23286/23189/4131/5747/4926/10565/22902/1794/54828/83700/2195/4478/5048/23332/57698/56288/3688/56603/4627/2258/117583/4983/51571/10758/55755",28
"GO:0001952","regulation of cell-matrix adhesion","25/868","125/18903",4.1258105138608e-10,2.73799100226087e-07,2.17147921782147e-07,"7402/8829/9448/1021/2824/5295/56477/4763/342184/25/23499/7414/5747/9723/54828/3791/5921/23332/948/22998/7010/23603/3690/4088/1435",25
"GO:0043410","positive regulation of MAPK cascade","56/868","496/18903",4.83101454080467e-10,2.78888902626039e-07,2.21184604198264e-07,"9867/960/6788/51196/858/8829/23043/3480/10550/4853/3725/11214/5788/5770/25/23286/8412/367/4216/3791/57608/7042/4281/168667/388121/153769/948/2150/5581/27020/59/3624/2146/7164/3569/23008/152110/4916/255324/23236/9821/3146/4921/27347/7010/152007/3690/10371/10392/1956/222643/3553/2651/5578/9175/4915",56
"GO:0032956","regulation of actin cytoskeleton organization","46/868","365/18903",5.25313434970877e-10,2.78888902626039e-07,2.21184604198264e-07,"6711/4233/8829/10602/136319/27067/22836/399/4853/11214/7114/2824/5295/9037/10788/9886/961/4739/342184/25/55604/23189/9723/10565/54828/83700/27302/5921/23332/2150/5581/29766/22998/4916/51429/4070/7010/3690/2909/4088/9353/51571/80206/7168/55243/2475",46
"GO:0010975","regulation of neuron projection development","52/868","446/18903",6.58182756991232e-10,3.17662932442405e-07,2.51935983537314e-07,"1123/22871/10512/4734/6383/6695/8829/23043/22891/27067/3480/9314/9863/57689/9037/1600/8321/54986/57609/25/2889/23499/23189/4131/9723/4897/22902/26230/466/5048/5780/950/57698/27020/6616/7025/2146/653/4916/2033/2258/57142/140578/2909/157285/10371/9353/3066/627/9175/4915/26115",52
"GO:0031589","cell-substrate adhesion","46/868","369/18903",7.52333229550608e-10,3.32844759640348e-07,2.63976571772143e-07,"8910/960/3696/7402/6695/8829/9448/1021/6789/2824/5295/56477/4763/3915/9404/4739/342184/25/55604/23499/23189/7414/5747/9723/3694/84168/54828/3791/83700/5921/23332/4289/948/5581/3688/22998/25890/4070/7010/23603/81/3690/5467/4088/2651/1435",46
"GO:0090130","tissue migration","46/868","374/18903",1.16853523222363e-09,4.77211811375019e-07,3.78472949708058e-07,"8828/9734/4233/8829/2113/9448/9314/3725/7114/9037/27086/4763/9404/25/306/23499/23189/5747/54828/3791/57608/7042/27302/23332/168667/5581/59/79977/3688/4163/5547/4627/8766/3146/57142/4070/7010/23603/152007/3690/5467/493/9353/5578/27286/2475",46
"GO:0032535","regulation of cellular component size","45/868","367/18903",1.95739539791867e-09,7.42272297682157e-07,5.88690345238696e-07,"10512/6711/8829/10602/136319/3575/7114/8301/9037/57609/3778/342184/25/55604/23499/23189/4131/9723/4897/10565/22902/4478/5048/5921/57698/2150/5581/29766/196527/6558/51429/9821/2258/8766/57142/84561/2909/10371/9353/627/51571/80206/9175/55243/2475",45
"GO:0010632","regulation of epithelial cell migration","39/868","292/18903",2.09982221458258e-09,7.43197075814595e-07,5.89423779531953e-07,"8828/9734/4233/8829/2113/9448/9314/3725/7114/9037/27086/4763/25/306/23499/5747/54828/3791/57608/7042/27302/23332/168667/5581/4163/5547/8766/3146/57142/4070/7010/23603/152007/3690/493/9353/5578/27286/2475",39
"GO:0090132","epithelium migration","45/868","369/18903",2.32615906169732e-09,7.71848653659443e-07,6.12147121499296e-07,"8828/9734/4233/8829/2113/9448/9314/3725/7114/9037/27086/4763/9404/25/306/23499/23189/5747/54828/3791/57608/7042/27302/23332/168667/5581/79977/3688/4163/5547/4627/8766/3146/57142/4070/7010/23603/152007/3690/5467/493/9353/5578/27286/2475",45
"GO:0016049","cell growth","54/868","493/18903",2.94895242461881e-09,9.20940495429486e-07,7.3039069340404e-07,"10512/51196/8828/131566/6695/8829/136319/11214/344901/2697/817/3371/9037/27086/57609/25/23499/11143/4131/7414/9723/102/4897/5270/79109/22902/5048/7042/27302/57698/9962/3624/23136/3688/7003/6586/2023/2131/2258/57142/9201/9686/7490/65059/5467/4088/26053/10371/9353/1956/627/2137/9175/2475",54
"GO:0034329","cell junction assembly","49/868","430/18903",4.43469962860375e-09,1.30799001823652e-06,1.03735663826988e-06,"81671/22871/1500/92737/667/8829/27067/3556/9448/2697/2824/324/8321/3915/9076/342184/25/2889/5583/23499/4131/7414/5747/4897/54828/3791/1009/83700/23332/27020/56288/79977/23136/22998/4916/84612/2258/7010/23603/3690/4088/10686/4983/627/3553/5578/1006/27286/4915",49
"GO:0010631","epithelial cell migration","44/868","366/18903",5.45838049853719e-09,1.52518642456494e-06,1.20961340687805e-06,"8828/9734/4233/8829/2113/9448/9314/3725/7114/9037/27086/4763/9404/25/306/23499/23189/5747/54828/3791/57608/7042/27302/23332/168667/5581/3688/4163/5547/4627/8766/3146/57142/4070/7010/23603/152007/3690/5467/493/9353/5578/27286/2475",44
"GO:0048675","axon extension","23/868","122/18903",6.83246327313138e-09,1.81367737585272e-06,1.43841332065924e-06,"10512/8828/8829/9037/57609/25/23499/4131/7414/9723/4897/22902/5048/57698/3688/6586/57142/9201/65059/26053/10371/9353/9175",23
"GO:0010634","positive regulation of epithelial cell migration","28/868","176/18903",8.6581281175133e-09,2.18885724647039e-06,1.73596553734603e-06,"8828/9734/4233/8829/2113/9448/3725/7114/9037/27086/25/306/5747/54828/3791/57608/7042/23332/5581/8766/3146/57142/7010/152007/3690/5578/27286/2475",28
"GO:0031346","positive regulation of cell projection organization","42/868","352/18903",1.51618064858725e-08,3.65881957424988e-06,2.90178114562154e-06,"22871/51196/57451/8829/10602/27067/3480/9863/5295/9037/324/8321/4739/25/55604/2889/23499/4131/22902/54828/26230/466/5048/950/57698/2150/27020/2146/653/4916/2033/140578/23603/153241/2909/26053/9353/6101/627/9175/2475/4915",42
"GO:0001655","urogenital system development","42/868","360/18903",2.90803230268419e-08,6.36110830815466e-06,5.04494517405769e-06,"51196/4643/84159/8829/2737/163/9863/8626/4853/6772/639/3371/4763/25937/9955/342184/5618/367/5915/7042/231/27302/168667/8549/59/56603/2200/2131/8879/23213/7849/4070/7010/7490/3690/79810/4088/171023/9353/5087/4774/10758",42
"GO:0060348","bone development","32/868","233/18903",2.99543619709675e-08,6.36110830815466e-06,5.04494517405769e-06,"860/302/29887/80263/2737/10234/4853/11214/344901/2697/27086/5788/5305/7052/3694/5915/51360/3791/5048/56603/4664/2200/2131/23213/2033/4921/54796/171023/8840/2734/202151/22856",32
"GO:0060560","developmental growth involved in morphogenesis","32/868","233/18903",2.99543619709675e-08,6.36110830815466e-06,5.04494517405769e-06,"10512/8828/374/8829/9863/344901/9037/57609/342184/25/23499/4131/7414/9723/4897/22902/5048/57698/9962/3688/6586/2131/2258/57142/9201/65059/26053/10371/9353/627/1435/9175",32
"GO:0007160","cell-matrix adhesion","32/868","238/18903",4.98458327632484e-08,1.01315553624283e-05,8.03525719973297e-06,"8910/960/3696/7402/8829/9448/1021/2824/5295/56477/4763/342184/25/23499/7414/5747/9723/3694/54828/3791/83700/5921/23332/4289/948/3688/22998/7010/23603/3690/4088/1435",32
"GO:0001558","regulation of cell growth","46/868","422/18903",5.15260867932877e-08,1.01315553624283e-05,8.03525719973297e-06,"10512/51196/131566/6695/8829/136319/344901/2697/817/3371/9037/27086/57609/25/23499/11143/4131/9723/102/4897/5270/79109/22902/5048/7042/27302/57698/9962/3624/23136/7003/6586/2023/2258/57142/9686/7490/5467/4088/10371/9353/1956/627/2137/9175/2475",46
"GO:0150116","regulation of cell-substrate junction organization","16/868","69/18903",6.61370092281696e-08,1.25400493568697e-05,9.94541492152926e-06,"8829/9448/2824/5295/342184/25/23499/7414/5747/54828/3791/23332/22998/7010/23603/4088",16
"GO:0072001","renal system development","38/868","318/18903",7.07316221503086e-08,1.25890813350055e-05,9.9843017993322e-06,"51196/4643/84159/8829/2737/163/9863/4853/6772/639/4763/25937/9955/342184/5915/7042/231/27302/168667/8549/59/56603/2200/2131/8879/23213/7849/4070/7010/7490/3690/79810/4088/171023/9353/5087/4774/10758",38
"GO:0051056","regulation of small GTPase mediated signal transduction","37/868","305/18903",7.11381503202419e-08,1.25890813350055e-05,9.9843017993322e-06,"1123/7204/51196/57568/4233/8829/23092/9448/57480/4853/11214/5516/9743/4763/25/7052/23268/23189/23365/79109/10565/1794/64283/26230/57584/7042/5921/2150/3688/9411/2909/157285/26053/9353/4983/51571/1435",37
"GO:0044089","positive regulation of cellular component biogenesis","51/868","498/18903",7.36842004059834e-08,1.26190135469473e-05,1.00080408021709e-05,"22871/51196/57451/23514/4233/8829/10602/27067/3556/9448/96459/5295/324/961/9076/342184/25/55626/55604/5305/4131/1015/4926/54828/3791/4478/50807/57600/23332/948/2150/3958/5581/22998/51375/51429/7010/153241/2909/4088/26053/6101/627/5578/7168/27286/25782/55243/2475/55755/4915",51
"GO:0042060","wound healing","47/868","442/18903",7.84688590765824e-08,1.29592883686047e-05,1.02779100979308e-05,"960/9162/131566/667/302/57591/26509/221037/2737/4853/4638/4763/2776/9076/5912/23499/23189/7414/5873/5747/3694/5270/10565/3791/7042/23332/948/2150/5581/59/196527/6558/3569/3688/5547/2131/4627/4921/7128/3690/5467/2909/4088/8840/5578/7168/2475",47
"GO:0008361","regulation of cell size","27/868","183/18903",8.05531203925328e-08,1.29592883686047e-05,1.02779100979308e-05,"10512/8829/136319/3575/9037/57609/3778/25/23499/4131/9723/4897/22902/4478/5048/57698/196527/6558/9821/2258/57142/84561/2909/10371/627/9175/2475",27
"GO:0150115","cell-substrate junction organization","19/868","101/18903",1.43921550581239e-07,2.1549778713709e-05,1.7090960703242e-05,"667/8829/9448/2824/5295/3915/342184/25/23499/7414/5747/54828/3791/23332/22998/7010/23603/3690/4088",19
