## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates INPUT=[results/alignment/SES-V5ChIP-Seq2_S6.sorted.bam] OUTPUT=results/alignment/SES-V5ChIP-Seq2_S6.dedup.bam METRICS_FILE=results/alignment/SES-V5ChIP-Seq2_S6.dedup.metrics.txt REMOVE_DUPLICATES=true VALIDATION_STRINGENCY=LENIENT    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 TAG_DUPLICATE_SET_MEMBERS=false REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag CLEAR_DT=true DUPLEX_UMI=false FLOW_MODE=false FLOW_DUP_STRATEGY=FLOW_QUALITY_SUM_STRATEGY FLOW_USE_END_IN_UNPAIRED_READS=false FLOW_USE_UNPAIRED_CLIPPED_END=false FLOW_UNPAIRED_END_UNCERTAINTY=0 FLOW_UNPAIRED_START_UNCERTAINTY=0 FLOW_SKIP_FIRST_N_FLOWS=0 FLOW_Q_IS_KNOWN_END=false FLOW_EFFECTIVE_QUALITY_THRESHOLD=15 ADD_PG_TAG_TO_READS=true ASSUME_SORTED=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 MAX_OPTICAL_DUPLICATE_SET_SIZE=300000 VERBOSITY=INFO QUIET=false COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Feb 04 19:21:20 CET 2025

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
lib1	1720098	25500118	0	0	261690	1820871	108413	0.07404	179686865

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	optical_sets	non_optical_sets
1.0	1.003974	21993717	0	22084264
2.0	1.875118	1560770	105465	1485869
3.0	2.631005	115091	1396	101390
4.0	3.286886	8869	47	7164
5.0	3.855991	706	2	496
6.0	4.3498	81	0	55
7.0	4.778277	9	0	6
8.0	5.150064	3	1	2
9.0	5.472662	1	0	1
10.0	5.752579	0	0	0
11.0	5.995462	0	0	0
12.0	6.206211	0	0	0
13.0	6.389076	0	0	0
14.0	6.547748	0	0	0
15.0	6.685426	0	0	0
16.0	6.80489	0	0	0
17.0	6.908547	0	0	0
18.0	6.998491	0	0	0
19.0	7.076534	0	0	0
20.0	7.144252	0	0	0
21.0	7.203011	0	0	0
22.0	7.253995	0	0	0
23.0	7.298234	0	0	0
24.0	7.33662	0	0	0
25.0	7.369928	0	0	0
26.0	7.398829	0	0	0
27.0	7.423906	0	0	0
28.0	7.445665	0	0	0
29.0	7.464545	0	0	0
30.0	7.480928	0	0	0
31.0	7.495143	0	0	0
32.0	7.507477	0	0	0
33.0	7.518179	0	0	0
34.0	7.527466	0	0	0
35.0	7.535523	0	0	0
36.0	7.542515	0	0	0
37.0	7.548582	0	0	0
38.0	7.553846	0	0	0
39.0	7.558413	0	0	0
40.0	7.562377	0	0	0
41.0	7.565816	0	0	0
42.0	7.568799	0	0	0
43.0	7.571389	0	0	0
44.0	7.573635	0	0	0
45.0	7.575585	0	0	0
46.0	7.577276	0	0	0
47.0	7.578744	0	0	0
48.0	7.580017	0	0	0
49.0	7.581122	0	0	0
50.0	7.582081	0	0	0
51.0	7.582913	0	0	0
52.0	7.583635	0	0	0
53.0	7.584261	0	0	0
54.0	7.584805	0	0	0
55.0	7.585276	0	0	0
56.0	7.585685	0	0	0
57.0	7.58604	0	0	0
58.0	7.586349	0	0	0
59.0	7.586616	0	0	0
60.0	7.586848	0	0	0
61.0	7.587049	0	0	0
62.0	7.587224	0	0	0
63.0	7.587375	0	0	0
64.0	7.587507	0	0	0
65.0	7.587621	0	0	0
66.0	7.58772	0	0	0
67.0	7.587806	0	0	0
68.0	7.58788	0	0	0
69.0	7.587945	0	0	0
70.0	7.588001	0	0	0
71.0	7.58805	0	0	0
72.0	7.588092	0	0	0
73.0	7.588129	0	0	0
74.0	7.58816	0	0	0
75.0	7.588188	0	0	0
76.0	7.588212	0	0	0
77.0	7.588233	0	0	0
78.0	7.588251	0	0	0
79.0	7.588266	0	0	0
80.0	7.58828	0	0	0
81.0	7.588292	0	0	0
82.0	7.588302	0	0	0
83.0	7.588311	0	0	0
84.0	7.588319	0	0	0
85.0	7.588325	0	0	0
86.0	7.588331	0	0	0
87.0	7.588336	0	0	0
88.0	7.58834	0	0	0
89.0	7.588344	0	0	0
90.0	7.588348	0	0	0
91.0	7.58835	0	0	0
92.0	7.588353	0	0	0
93.0	7.588355	0	0	0
94.0	7.588357	0	0	0
95.0	7.588358	0	0	0
96.0	7.58836	0	0	0
97.0	7.588361	0	0	0
98.0	7.588362	0	0	0
99.0	7.588363	0	0	0
100.0	7.588364	0	0	0

